Page,Title,Price,Sold Date,Link,Image Link,Storage,Condition,PartsOnly,Model,Pixel_8_Pro
1,Google Pixel 8 Pro 256GB Factory Unlocked - Excellent,$392.99,2025-10-22,https://www.ebay.com/itm/227006298920,https://i.ebayimg.com/images/g/D7UAAOSwIBxm4zO6/s-l500.webp,256 GB,Excellent,False,Pixel 8 Pro,True
1,Google Pixel 8 Pro 128GB Black Obsidian - Factory Unlocked - Good,$359.99,2025-10-21,https://www.ebay.com/itm/197780971083,https://i.ebayimg.com/images/g/6VcAAOSwEqFngrry/s-l500.webp,128 GB,Good,False,Pixel 8 Pro,True
1,Google Pixel 8 Pro - 128GB - Unlocked - Excellent Refurbished -All Colors,$445.00,2025-04-03,https://www.ebay.com/itm/156818675377,https://i.ebayimg.com/images/g/8n0AAOSwKPRn5FfE/s-l500.webp,128 GB,Excellent,False,Pixel 8 Pro,True
1,Google Pixel 8 Pro 256GB Unlocked - Excellent,$449.99,2025-10-21,https://www.ebay.com/itm/257161120994,https://i.ebayimg.com/images/g/4IAAAeSwCx1o8kdV/s-l500.webp,256 GB,Excellent,False,Pixel 8 Pro,True
1,"Google Pixel 8 Pro 128GB Unlocked GA04834US 6.7"" 50MP 5G Dual SIM NFC Porcelain",$374.99,2025-10-21,https://www.ebay.com/itm/326799368462,https://i.ebayimg.com/images/g/NtsAAOSwlr9lsA6w/s-l500.webp,128 GB,Unknown,False,Pixel 8 Pro,True
1,Google Pixel 8 Pro 128GB Factory Unlocked - Excellent,$384.99,2025-10-21,https://www.ebay.com/itm/226348022590,https://i.ebayimg.com/images/g/D7UAAOSwIBxm4zO6/s-l500.webp,128 GB,Excellent,False,Pixel 8 Pro,True
1,Google Pixel 8 Pro G1MNW 128GB Unlocked Excellent Condition,$382.47,2025-10-20,https://www.ebay.com/itm/357604371736,https://i.ebayimg.com/images/g/aUYAAeSwCVNowv4G/s-l500.webp,128 GB,Excellent,False,Pixel 8 Pro,True
1,"Google Pixel 8 Pro 256GB Unlocked GA04915-US 6.7"" 50MP 5G NFC Dual SIM Bay Blue",$374.99,2025-10-20,https://www.ebay.com/itm/197038546757,https://i.ebayimg.com/images/g/Cd8AAOSww99lgLpY/s-l500.webp,256 GB,Unknown,False,Pixel 8 Pro,True
1,Google Pixel 8 Pro 128GB Unlocked - Excellent,$365.95,2025-10-19,https://www.ebay.com/itm/406253664318,https://i.ebayimg.com/images/g/1SkAAOSwr~5nywL9/s-l500.webp,128 GB,Excellent,False,Pixel 8 Pro,True
1,Google Pixel 8 Pro G1MNW Unlocked 256GB Bay Good,$364.12,2025-10-18,https://www.ebay.com/itm/176492808185,https://i.ebayimg.com/images/g/pI0AAOSwgyVmpQT5/s-l500.webp,256 GB,Good,False,Pixel 8 Pro,True
1,Google Pixel 8 Pro 128GB Unlocked - Very Good,$379.99,2025-10-17,https://www.ebay.com/itm/256485252935,https://i.ebayimg.com/images/g/5BEAAeSw9DtoNjki/s-l500.webp,128 GB,Very Good,False,Pixel 8 Pro,True
1,Google Pixel 8 Pro G1MNW 128GB Unlocked Very Good Condition,$347.40,2025-10-16,https://www.ebay.com/itm/357604371735,https://i.ebayimg.com/images/g/ZAsAAeSw6Ydowv3K/s-l500.webp,128 GB,Very Good,False,Pixel 8 Pro,True
1,Google Pixel 8 Pro Unlocked All Colors/Memory 🔒EXCELLENT CONDITION💯,$419.99,2025-10-16,https://www.ebay.com/itm/126921122019,https://i.ebayimg.com/images/g/xyUAAOSwD3BnokZ8/s-l500.webp,Unknown,Unknown,False,Pixel 8 Pro,True
1,Google Pixel 8 Pro 512GB Obsidian Unlocked Very Good Condition,$609.99,2025-10-14,https://www.ebay.com/itm/277320300756,https://i.ebayimg.com/images/g/bD8AAeSwKe1o9m-P/s-l500.webp,512 GB,Very Good,False,Pixel 8 Pro,True
1,Google Pixel 8 Pro G1MNW Unlocked 128GB Obsidian Good,$338.71,2025-10-14,https://www.ebay.com/itm/176486241800,https://i.ebayimg.com/images/g/GQsAAOSwsWRmn-M-/s-l500.webp,128 GB,Good,False,Pixel 8 Pro,True
1,Google Pixel 8 Pro G1MNW Unlocked 256GB Obsidian Good,$378.99,2025-10-13,https://www.ebay.com/itm/176486227440,https://i.ebayimg.com/images/g/b4MAAOSwFtJmn-EW/s-l500.webp,256 GB,Good,False,Pixel 8 Pro,True
1,"Google Pixel 8 Pro 128GB Unlocked GA04798US 6.7"" 50MP 5G Dual SIM Obsidian Black",$374.99,2025-10-13,https://www.ebay.com/itm/197742754000,https://i.ebayimg.com/images/g/3xQAAOSwVRZlcg~M/s-l500.webp,128 GB,Unknown,False,Pixel 8 Pro,True
1,Google Pixel 8 Pro Unlocked All Colors/Memory 🔒VERY GOOD CONDITION💯,$479.99,2025-10-12,https://www.ebay.com/itm/126924334466,https://i.ebayimg.com/images/g/6lAAAOSwST1nokZ8/s-l500.webp,Unknown,Unknown,False,Pixel 8 Pro,True
1,Google Pixel 8 Pro G1MNW Unlocked 256GB Porcelain Very Good,$432.80,2025-10-12,https://www.ebay.com/itm/186584866865,https://i.ebayimg.com/images/g/c10AAOSweIFmnxPT/s-l500.webp,256 GB,Very Good,False,Pixel 8 Pro,True
1,Google Pixel 8 Pro 128GB G1MNW CDMA/GSM Unlocked Smartphone - Very Good,$434.99,2025-07-21,https://www.ebay.com/itm/267303940537,https://i.ebayimg.com/images/g/7CsAAOSwVV5mx11w/s-l500.webp,128 GB,Very Good,False,Pixel 8 Pro,True
1,Google Pixel 8 Pro G1MNW 256GB Unlocked Very Good Condition,$396.00,2025-10-10,https://www.ebay.com/itm/357604363082,https://i.ebayimg.com/images/g/ZcAAAeSwqpJowvz7/s-l500.webp,256 GB,Very Good,False,Pixel 8 Pro,True
1,"Google Pixel 8 Pro Fully Unlocked 6.7"" 128GB 12GB RAM - Very Good",$379.00,2025-10-09,https://www.ebay.com/itm/167245194878,https://i.ebayimg.com/images/g/7soAAOSwBn5oSqv6/s-l500.webp,128 GB,Very Good,False,Pixel 8 Pro,True
1,Google Pixel 8 Pro 128GB Black Obsidian - Factory Unlocked - Very Good,$359.99,2025-10-09,https://www.ebay.com/itm/326801179631,https://i.ebayimg.com/images/g/6VcAAOSwEqFngrry/s-l500.webp,128 GB,Very Good,False,Pixel 8 Pro,True
1,Google Pixel 8 Pro 128GB G1MNW Blue Fully Unlocked,$385.00,2025-04-01,https://www.ebay.com/itm/267120078592,https://i.ebayimg.com/images/g/9fYAAOSwEGlnf-JN/s-l500.webp,128 GB,Unknown,False,Pixel 8 Pro,True
1,Google Pixel 8 Pro 128GB Obsidian Unlocked Good Condition,$359.99,2025-10-08,https://www.ebay.com/itm/296084164579,https://i.ebayimg.com/images/g/RFAAAOSwR6Flaldm/s-l500.webp,128 GB,Good,False,Pixel 8 Pro,True
