Page,Title,Price,Sold Date,Link,Image Link,Storage,Condition,PartsOnly,Model,iPhone_16_Pro_Max
2,Apple iPhone 16 Pro Max A3084 Unlocked 512GB White Titanium - Very Good,"$1,299.00",2025-08-25,https://www.ebay.com/itm/226794605089,https://i.ebayimg.com/images/g/33gAAeSw2gRonhpt/s-l500.webp,512 GB,Very Good,False,iPhone 16 Pro Max,True
2,Apple iPhone 16 Pro Max - Unlocked - Desert Titanium - 256GB - Good,$862.00,2025-08-22,https://www.ebay.com/itm/286221184337,https://i.ebayimg.com/images/g/3jAAAOSwc3JnMoJb/s-l500.webp,256 GB,Good,False,iPhone 16 Pro Max,True
2,Apple iPhone 16 Pro Max – 256 GB – Desert Titanium – MYW53LL/A – Unlocked,$899.99,2025-08-18,https://www.ebay.com/itm/205678568036,https://i.ebayimg.com/images/g/ojgAAeSw9jdoozMH/s-l500.webp,256 GB,Unknown,False,iPhone 16 Pro Max,True
2,Apple iPhone 16 Pro Max A3084 Unlocked 256GB Natural Titanium - Very Good,"$1,199.00",2025-08-16,https://www.ebay.com/itm/226786195794,https://i.ebayimg.com/images/g/wj8AAeSwCQhotzYu/s-l500.webp,256 GB,Very Good,False,iPhone 16 Pro Max,True
2,Apple iPhone 16 Pro Max A3083 256 GB SSD Black Titanium - Unlocked,$999.99,2025-08-15,https://www.ebay.com/itm/157110184048,https://i.ebayimg.com/images/g/hyUAAeSwrF9omPos/s-l500.webp,256 GB,Unknown,False,iPhone 16 Pro Max,True
2,Unlocked Apple iPhone 16 Pro Max - 256GB - Black Titanium - MYW33LL/A,$929.99,2025-08-13,https://www.ebay.com/itm/186904939781,https://i.ebayimg.com/images/g/A58AAeSw7EFo75OE/s-l500.webp,256 GB,Unknown,False,iPhone 16 Pro Max,True
2,Apple iPhone 16 Pro Max A3296 512GB SSD Natural Titanium - Unlocked,"$1,175.99",2025-08-13,https://www.ebay.com/itm/157239199553,https://i.ebayimg.com/images/g/8vMAAeSwce5onKcd/s-l500.webp,512 GB,Unknown,False,iPhone 16 Pro Max,True
2,Apple iPhone 16 Pro Max 1TB -  Desert Titanium (Unlocked) (eSIM only) Excellent,"$1,179.95",2025-08-12,https://www.ebay.com/itm/127095935119,https://i.ebayimg.com/images/g/lbUAAOSwctNoGdWv/s-l500.webp,Unknown,Excellent,False,iPhone 16 Pro Max,True
2,Apple iPhone 16 Pro Max 256GB Unlocked eSim Only White Titanium A3084 Good,$944.99,2025-08-12,https://www.ebay.com/itm/127279992315,https://i.ebayimg.com/images/g/nJ8AAOSw499oH1Oq/s-l500.webp,256 GB,Good,False,iPhone 16 Pro Max,True
2,Apple iPhone 16 Pro Max 256GB Unlocked eSim Only White Titanium A3084 Excellent,$949.99,2025-08-08,https://www.ebay.com/itm/127282178426,https://i.ebayimg.com/images/g/nJ8AAOSw499oH1Oq/s-l500.webp,256 GB,Excellent,False,iPhone 16 Pro Max,True
2,Apple iPhone 16 Pro Max 256GB A3084 Desert Titanium Unlocked US Model Excellent,$999.00,2025-08-03,https://www.ebay.com/itm/306368224359,https://i.ebayimg.com/images/g/UZ4AAOSw9QloXADJ/s-l500.webp,256 GB,Excellent,False,iPhone 16 Pro Max,True
2,Apple iPhone 16 Pro Max 256GB Desert Titanium 5G Fully Unlocked US Model - Good,$979.00,2025-07-31,https://www.ebay.com/itm/306371300811,https://i.ebayimg.com/images/g/UZ4AAOSw9QloXADJ/s-l500.webp,256 GB,Good,False,iPhone 16 Pro Max,True
2,"Apple iPhone 16 Pro Max, 512GB, Titanium - Unlocked - E sim version - Excellent","$1,219.99",2025-07-30,https://www.ebay.com/itm/156663317902,https://i.ebayimg.com/images/g/n54AAOSwNsVnm5Hg/s-l500.webp,512 GB,Excellent,False,iPhone 16 Pro Max,True
