Page,Title,Price,Sold Date,Link,Image Link,Storage,Condition,PartsOnly,Model,Galaxy_S22_Ultra
1,"SAMSUNG Galaxy S22 Ultra 5G (512GB, 12GB) 6.8"" Fully Unlocked US & Global S908U1",$338.53,2025-08-19,https://www.ebay.com/itm/145892543830,https://i.ebayimg.com/images/g/LEkAAeSw4UpopMuv/s-l500.webp,512 GB,Unknown,False,Galaxy S22 Ultra,True
1,Unlocked Samsung Galaxy S22 Ultra SM-S908U 128GB 1-Year Warranty Phone Excellent,$329.95,2025-10-12,https://www.ebay.com/itm/356333773126,https://i.ebayimg.com/images/g/ASwAAOSw3VFnTeZf/s-l500.webp,128 GB,Excellent,False,Galaxy S22 Ultra,True
1,Samsung Galaxy S22 Ultra SM-S908U - 512GB Burgundy (Unlocked) - Very Good Cond.,$359.99,2025-10-11,https://www.ebay.com/itm/306516761106,https://i.ebayimg.com/images/g/d2MAAeSwNwhoyuKj/s-l500.webp,512 GB,Very Good,False,Galaxy S22 Ultra,True
1,Samsung Galaxy S22 Ultra 5G Smartphone  All Colours & Storage (Unlocked) - Good,$358.33,2025-10-11,https://www.ebay.com/itm/405779259022,https://i.ebayimg.com/images/g/HK4AAOSwap1jKahL/s-l500.webp,Unknown,Good,False,Galaxy S22 Ultra,True
1,Samsung Galaxy S22 Ultra SM-S908U Unlocked 128GB Burgundy Good,$273.99,2025-10-10,https://www.ebay.com/itm/186586579423,https://i.ebayimg.com/images/g/vd0AAOSwzXZmn-xg/s-l500.webp,128 GB,Good,False,Galaxy S22 Ultra,True
1,Samsung Galaxy S22 Ultra SM-S908U Unlocked 256GB Phantom Black Very Good,$343.42,2025-10-10,https://www.ebay.com/itm/186596196338,https://i.ebayimg.com/images/g/0~wAAOSwkOBmpS9W/s-l500.webp,256 GB,Very Good,False,Galaxy S22 Ultra,True
1,"Samsung Galaxy S22 Ultra, 512GB Black [Unlocked] Very Good Condition",$404.76,2025-03-21,https://www.ebay.com/itm/388061315346,https://i.ebayimg.com/images/g/0EEAAeSwzVJnzxSP/s-l500.webp,512 GB,Very Good,False,Galaxy S22 Ultra,True
1,Samsung Galaxy S22 Ultra - 128GB 256GB 512GB 1TB - All Colors - Good,$259.00,2025-10-08,https://www.ebay.com/itm/285843110947,https://i.ebayimg.com/images/g/rq0AAOSwqCpmNVOb/s-l500.webp,128 GB,Good,False,Galaxy S22 Ultra,True
1,Samsung Galaxy S22 Ultra 5G S908U Factory Unlocked - Very Good,$269.99,2025-10-07,https://www.ebay.com/itm/275318072268,https://i.ebayimg.com/images/g/dDkAAOSwRLRihrhm/s-l500.webp,Unknown,Very Good,False,Galaxy S22 Ultra,True
1,Samsung Galaxy S22 Ultra Fully Unlocked 6.8in 128GB - Excellent,$317.00,2025-10-06,https://www.ebay.com/itm/145740675702,https://i.ebayimg.com/images/g/2cEAAeSw8E5o3UFE/s-l500.webp,128 GB,Excellent,False,Galaxy S22 Ultra,True
1,"SAMSUNG Galaxy S22 Ultra 5G (512GB, 12GB) 6.8"" Fully Unlocked US & Global S908U1",$336.13,2025-02-17,https://www.ebay.com/itm/144992251981,https://i.ebayimg.com/images/g/SEMAAeSwfI9ozjm2/s-l500.webp,512 GB,Unknown,False,Galaxy S22 Ultra,True
1,Samsung Galaxy S22 Ultra 5G SM-S908U - 128/256/512GB - LOCKED OR UNLOCKED - Good,$239.99,2025-10-06,https://www.ebay.com/itm/176489581508,https://i.ebayimg.com/images/g/ehcAAOSwtyZmomtI/s-l500.webp,512 GB,Good,False,Galaxy S22 Ultra,True
1,Samsung Galaxy S22 Ultra 1TB S908U Unlocked - Very Good,$494.99,2025-10-06,https://www.ebay.com/itm/256462267274,https://i.ebayimg.com/images/g/k18AAeSwN2FoN1GG/s-l500.webp,Unknown,Very Good,False,Galaxy S22 Ultra,True
1,"SAMSUNG Galaxy S22 Ultra 5G (256GB, 12GB) 6.8"" T-Mobile Locked S908U",$299.99,2025-08-20,https://www.ebay.com/itm/146696817810,https://i.ebayimg.com/images/g/lwAAAeSwmMpopgs-/s-l500.webp,256 GB,Unknown,False,Galaxy S22 Ultra,True
1,Samsung Galaxy S22 Ultra Unlocked 256GB SM-S908U Phantom Black Excellent,$339.95,2025-10-05,https://www.ebay.com/itm/406256930301,https://i.ebayimg.com/images/g/VTAAAeSwFWxo3gRL/s-l500.webp,256 GB,Excellent,False,Galaxy S22 Ultra,True
1,"Samsung Galaxy S22 Ultra Fully Unlocked  - 256GB - 12GB RAM - 6.8"" - Excellent",$357.00,2025-10-04,https://www.ebay.com/itm/145676426682,https://i.ebayimg.com/images/g/f0cAAeSw25NotyTO/s-l500.webp,256 GB,Excellent,False,Galaxy S22 Ultra,True
1,Samsung Galaxy S22 Ultra - 128GB - Burgundy (Unlocked) SM-S908U Excellent,$304.95,2025-10-04,https://www.ebay.com/itm/406260404166,https://i.ebayimg.com/images/g/Ep4AAeSwrBRo369S/s-l500.webp,128 GB,Excellent,False,Galaxy S22 Ultra,True
1,Samsung Galaxy S22 Ultra 5G 128GB Phantom Black Unlocked - Good Condition,$274.99,2025-10-03,https://www.ebay.com/itm/295057958176,https://i.ebayimg.com/images/g/DF0AAOSw5LVk3Q75/s-l500.webp,128 GB,Good,False,Galaxy S22 Ultra,True
1,Samsung Galaxy S22 Ultra 5G 512GB Red Unlocked Good Condition,$339.99,2025-10-03,https://www.ebay.com/itm/286791295892,https://i.ebayimg.com/images/g/2JwAAeSwtAloycyW/s-l500.webp,512 GB,Good,False,Galaxy S22 Ultra,True
1,Samsung Galaxy S22 Ultra Black 128GB Very Good - Refurbished  - Unlocked,$302.99,2025-10-02,https://www.ebay.com/itm/127402853925,https://i.ebayimg.com/images/g/bocAAeSwpI9o3Ah8/s-l500.webp,128 GB,Very Good,False,Galaxy S22 Ultra,True
1,Samsung Galaxy S22 Ultra SM-S908U 128GB 5G Unlocked Smartphone - Good Condition,$280.99,2025-10-02,https://www.ebay.com/itm/195449248495,https://i.ebayimg.com/images/g/vXQAAOSwcHJjYvQC/s-l500.webp,128 GB,Good,False,Galaxy S22 Ultra,True
1,Samsung Galaxy S22 Ultra Fully Unlocked 6.8in 512GB - Very Good,$459.99,2025-10-02,https://www.ebay.com/itm/135242818023,https://i.ebayimg.com/images/g/otAAAeSwEk1o53-i/s-l500.webp,512 GB,Very Good,False,Galaxy S22 Ultra,True
1,Samsung Galaxy S22 Ultra 1TB Unlocked AT&T T-Mobile Verizon Very Good Condition,$466.95,2025-10-02,https://www.ebay.com/itm/306175185349,https://i.ebayimg.com/images/g/Un0AAOSwHwFn4aq4/s-l500.webp,Unknown,Very Good,False,Galaxy S22 Ultra,True
1,Samsung Galaxy S22 Ultra 5G Phantom White 128GB Xfinity Locked - Good Condition,$219.99,2025-10-01,https://www.ebay.com/itm/277390070128,https://i.ebayimg.com/images/g/nYsAAeSw4sdozFHK/s-l500.webp,128 GB,Good,False,Galaxy S22 Ultra,True
1,Samsung Galaxy S22 Ultra 1TB Unlocked AT&T T-Mobile Verizon Excellent Condition,$485.95,2025-10-01,https://www.ebay.com/itm/297173987381,https://i.ebayimg.com/images/g/vSkAAOSwcJ1n7XZp/s-l500.webp,Unknown,Excellent,False,Galaxy S22 Ultra,True
1,Samsung Galaxy S22 Ultra Unlocked 512GB SM-S908U Phantom Black Very Good,$324.99,2025-10-01,https://www.ebay.com/itm/406235341768,https://i.ebayimg.com/images/g/nPYAAeSwDIxo0lm5/s-l500.webp,512 GB,Very Good,False,Galaxy S22 Ultra,True
2,Samsung Galaxy S22 Ultra Unlocked 512GB SM-S908U Phantom Black Very Good,$324.99,2025-10-01,https://www.ebay.com/itm/406235341768,https://i.ebayimg.com/images/g/nPYAAeSwDIxo0lm5/s-l500.webp,512 GB,Very Good,False,Galaxy S22 Ultra,True
2,"SAMSUNG Galaxy S22 Ultra 5G (128GB, 8GB) 6.8"" Fully Unlocked US & Global S908U1",$333.19,2024-05-10,https://www.ebay.com/itm/134311826024,https://i.ebayimg.com/images/g/o9cAAeSwvq1oL6R4/s-l500.webp,128 GB,Unknown,False,Galaxy S22 Ultra,True
2,"Samsung Galaxy S22 Ultra 128GB 6.8"", Phantom Black",$284.99,2025-09-26,https://www.ebay.com/itm/365884629046,https://i.ebayimg.com/images/g/zSYAAeSwkBdo1gWT/s-l500.webp,128 GB,Unknown,False,Galaxy S22 Ultra,True
2,Samsung Galaxy S22 Ultra S908U Unlocked Boost T-Mobile AT&T Mint Mobile Verizon,$225.59,2025-09-25,https://www.ebay.com/itm/267413333207,https://i.ebayimg.com/images/g/4hUAAOSwBmBoE6xE/s-l500.webp,Unknown,Unknown,False,Galaxy S22 Ultra,True
2,Samsung Galaxy S22 Ultra 5G S908U Unlocked (Any Carrier) SmartPhone Good,$274.99,2025-09-25,https://www.ebay.com/itm/355335821421,https://i.ebayimg.com/images/g/IF8AAOSwSBdjEFfF/s-l500.webp,Unknown,Good,False,Galaxy S22 Ultra,True
2,"Samsung Galaxy S22 Ultra 5G 256GB Unlocked Green 6.8"" 108MP WiFi 6E SM-S908U",$309.99,2025-09-24,https://www.ebay.com/itm/205452973640,https://i.ebayimg.com/images/g/0hMAAOSwTBJjg1ap/s-l500.webp,256 GB,Unknown,False,Galaxy S22 Ultra,True
2,Samsung Galaxy S22 Ultra SM-S908U 512GB Unlocked Excellent Condition,$451.23,2025-09-24,https://www.ebay.com/itm/357600885241,https://i.ebayimg.com/images/g/8DsAAeSwy9towxlV/s-l500.webp,512 GB,Excellent,False,Galaxy S22 Ultra,True
2,Samsung Galaxy S22 Ultra - 128 GB - Burgundy - Unlocked - Good Refurbished,$265.98,2025-09-24,https://www.ebay.com/itm/127143090633,https://i.ebayimg.com/images/g/UZMAAOSwc7VoOJxu/s-l500.webp,128 GB,Good,False,Galaxy S22 Ultra,True
2,Samsung Galaxy S22 Ultra S908U 256GB Unlocked - Good,$317.99,2025-09-24,https://www.ebay.com/itm/326505298186,https://i.ebayimg.com/images/g/D4IAAOSwtJdivGHj/s-l500.webp,256 GB,Good,False,Galaxy S22 Ultra,True
2,CERTIFIED Samsung Galaxy S22 Ultra SM-S908U1 5G 512GB  Black Unlocked #L089,$334.00,2025-09-23,https://www.ebay.com/itm/127365997237,https://i.ebayimg.com/images/g/uekAAeSwiupow2yO/s-l500.webp,512 GB,Unknown,False,Galaxy S22 Ultra,True
2,"Samsung Galaxy S22 Ultra 5G 512GB Unlocked Green 6.8"" 108MP WiFi 6E SM-S908U",$329.99,2025-09-22,https://www.ebay.com/itm/197669720380,https://i.ebayimg.com/images/g/0hMAAOSwTBJjg1ap/s-l500.webp,512 GB,Unknown,False,Galaxy S22 Ultra,True
2,Samsung Galaxy S22 Ultra Green 128GB Good - Refurbished  - Unlocked,$304.99,2025-08-18,https://www.ebay.com/itm/127264717730,https://i.ebayimg.com/images/g/ARcAAeSwHNtoo5v9/s-l500.webp,128 GB,Good,False,Galaxy S22 Ultra,True
2,Samsung Galaxy S22 Ultra SM-S908U - 512GB - Black (Carrier Unlocked) B-Stock,$344.98,2025-09-22,https://www.ebay.com/itm/156835061620,https://i.ebayimg.com/images/g/ZlYAAOSw7idjkk-P/s-l500.webp,512 GB,Unknown,False,Galaxy S22 Ultra,True
2,Samsung Galaxy S22 Ultra Black 128GB Very Good - Refurbished  - Unlocked,$306.99,2025-08-20,https://www.ebay.com/itm/127195091150,https://i.ebayimg.com/images/g/~rgAAeSwMVVowM8S/s-l500.webp,128 GB,Very Good,False,Galaxy S22 Ultra,True
2,Samsung Galaxy S22 Ultra Burgundy 256GB Very Good - Refurbished  - Unlocked,$354.99,2025-08-22,https://www.ebay.com/itm/127195090921,https://i.ebayimg.com/images/g/SXcAAeSwjb9oqf5E/s-l500.webp,256 GB,Very Good,False,Galaxy S22 Ultra,True
2,Samsung Galaxy S22 Ultra 1TB S908U Unlocked - Good,$466.99,2025-09-19,https://www.ebay.com/itm/256462267293,https://i.ebayimg.com/images/g/HdQAAeSw0PtoN1Ft/s-l500.webp,Unknown,Good,False,Galaxy S22 Ultra,True
2,Samsung Galaxy S22 Ultra 5G 256GB S908U T-Mobile/Unlocked Smartphone - Excellent,$387.35,2025-09-19,https://www.ebay.com/itm/257086182582,https://i.ebayimg.com/images/g/CwwAAOSw4Cli4WJo/s-l500.webp,256 GB,Excellent,False,Galaxy S22 Ultra,True
2,Samsung Galaxy S22 Ultra - 128 GB - Burgundy (Unlocked) SM-S908U1 Excellent,$299.95,2025-09-18,https://www.ebay.com/itm/146840607554,https://i.ebayimg.com/images/g/CE4AAeSwpwNozCJi/s-l500.webp,128 GB,Excellent,False,Galaxy S22 Ultra,True
2,SAMSUNG GALAXY S22 ULTRA 5G S908U1 128GB│256GB │512GB (FACTORY UNLOCKED) ❖GOOD❖,$399.95,2025-09-18,https://www.ebay.com/itm/226270924513,https://i.ebayimg.com/images/g/QvkAAOSwk~1kwG1x/s-l500.webp,128 GB,Good,False,Galaxy S22 Ultra,True
2,Samsung Galaxy S22 Ultra 1TB S908U Unlocked - Excellent,$513.99,2025-09-16,https://www.ebay.com/itm/256461445927,https://i.ebayimg.com/images/g/FN4AAeSw9nloL2yn/s-l500.webp,Unknown,Excellent,False,Galaxy S22 Ultra,True
2,Samsung Galaxy S22 Ultra Black 256GB Good - Refurbished  - Unlocked,$334.99,2025-08-18,https://www.ebay.com/itm/127244140231,https://i.ebayimg.com/images/g/gC0AAeSw3mxoo5v0/s-l500.webp,256 GB,Good,False,Galaxy S22 Ultra,True
2,Samsung Galaxy S22 Ultra Black 256GB Very Good - Refurbished  - Unlocked,$359.99,2025-08-05,https://www.ebay.com/itm/127187183725,https://i.ebayimg.com/images/g/DSgAAeSwZjdokhmL/s-l500.webp,256 GB,Very Good,False,Galaxy S22 Ultra,True
2,Samsung Galaxy S22 Ultra SM-S908U - 128GB - Black (Unlocked) - Very Good Cond.,$349.99,2025-09-15,https://www.ebay.com/itm/306268204128,https://i.ebayimg.com/images/g/6woAAOSwQnpm7Cgl/s-l500.webp,128 GB,Very Good,False,Galaxy S22 Ultra,True
2,Samsung Galaxy S22 Ultra Black 512GB Good - Refurbished  - Unlocked,$352.99,2025-08-12,https://www.ebay.com/itm/127240643357,https://i.ebayimg.com/images/g/dXUAAeSwM1Nol5K~/s-l500.webp,512 GB,Good,False,Galaxy S22 Ultra,True
2,"Samsung Galaxy S22 Ultra 5G SM-S908U 128GB GSM/CDMA FACTORY UNLOCKED ""Excellent""",$329.88,2025-09-15,https://www.ebay.com/itm/296122565461,https://i.ebayimg.com/images/g/QeMAAOSwhyNlhbIA/s-l500.webp,128 GB,Excellent,False,Galaxy S22 Ultra,True
2,Samsung Galaxy S22 Ultra S908U Unlocked Boost T-Mobile AT&T Mint Mobile Verizon,$309.99,2025-08-26,https://www.ebay.com/itm/267367433360,https://i.ebayimg.com/images/g/X1YAAOSw6PdoE6xE/s-l500.webp,Unknown,Unknown,False,Galaxy S22 Ultra,True
2,Samsung Galaxy S22 Ultra 5G Verizon Unlocked T-Mobile Straight Talk Mint Cricket,$246.99,2025-09-14,https://www.ebay.com/itm/226861171967,https://i.ebayimg.com/images/g/HewAAOSw-R1nkobv/s-l500.webp,Unknown,Unknown,False,Galaxy S22 Ultra,True
2,Samsung Galaxy S22 Ultra SM-S908U1 Unlocked 1TB Green Good,$338.71,2025-09-14,https://www.ebay.com/itm/177410034701,https://i.ebayimg.com/images/g/ciwAAeSwMS1oxcmY/s-l500.webp,Unknown,Good,False,Galaxy S22 Ultra,True
2,Samsung Galaxy S22 Ultra SM-S908U1 5G 256GB  Black Unlocked #L088,$334.00,2025-09-14,https://www.ebay.com/itm/146826994594,https://i.ebayimg.com/images/g/iokAAeSwpSJow2wc/s-l500.webp,256 GB,Unknown,False,Galaxy S22 Ultra,True
2,"SAMSUNG Galaxy S22 Ultra 5G (512GB, 12GB) 6.8"" Fully Unlocked US & Global S908U1",$336.99,2025-09-14,https://www.ebay.com/itm/145069407506,https://i.ebayimg.com/images/g/eRIAAeSwpGFowMRf/s-l500.webp,512 GB,Unknown,False,Galaxy S22 Ultra,True
2,"Samsung Galaxy S22 Ultra 5G 128GB Unlocked S908U 6.8"" 108MP IP68 GSM CDMA Black",$274.99,2025-09-13,https://www.ebay.com/itm/197456163823,https://i.ebayimg.com/images/g/RwQAAOSwkFpijPop/s-l500.webp,128 GB,Unknown,False,Galaxy S22 Ultra,True
2,Samsung Galaxy S22 Ultra S908U 512GB Unlocked - Good,$335.99,2025-09-13,https://www.ebay.com/itm/226598469972,https://i.ebayimg.com/images/g/D4IAAOSwtJdivGHj/s-l500.webp,512 GB,Good,False,Galaxy S22 Ultra,True
2,Samsung Galaxy S22 Ultra SM-S908U1 Unlocked 1TB Phantom Black Good,$308.37,2025-09-13,https://www.ebay.com/itm/187566387779,https://i.ebayimg.com/images/g/J9IAAeSwOD1oxcFs/s-l500.webp,Unknown,Good,False,Galaxy S22 Ultra,True
2,Fully Unlocked Samsung Galaxy S22 Ultra 5G SM-S908U - Excellent Condition,$339.00,2025-09-12,https://www.ebay.com/itm/167348826672,https://i.ebayimg.com/images/g/cxEAAOSw3W1nw6Qu/s-l500.webp,Unknown,Excellent,False,Galaxy S22 Ultra,True
2,Samsung Galaxy S22 Ultra 256GB (Unlocked) - Phantom White,$349.98,2025-09-12,https://www.ebay.com/itm/365856366001,https://i.ebayimg.com/images/g/uq0AAeSwMf9pAQU8/s-l500.webp,256 GB,Unknown,False,Galaxy S22 Ultra,True
2,REFURBISHED Samsung Galaxy S22 Ultra 128GB SM-S908U1 BURGUNDY GSM CDMA UNLOCKED,$299.00,2025-09-11,https://www.ebay.com/itm/127129028464,https://i.ebayimg.com/images/g/U~cAAOSwZdxoL5ea/s-l500.webp,128 GB,Unknown,False,Galaxy S22 Ultra,True
2,Samsung Galaxy S22 Ultra 5G 128GB Burgundy Unlocked Very Good Condition,$339.99,2025-09-10,https://www.ebay.com/itm/297416800764,https://i.ebayimg.com/images/g/rtMAAeSwmoZo-RJn/s-l500.webp,128 GB,Very Good,False,Galaxy S22 Ultra,True
2,Samsung Galaxy S22 Ultra 5G 256GB Green Unlocked Very Good Condition,$359.99,2025-09-10,https://www.ebay.com/itm/277275308161,https://i.ebayimg.com/images/g/stIAAeSwgQZo293e/s-l500.webp,256 GB,Very Good,False,Galaxy S22 Ultra,True
2,Samsung Galaxy S22 Ultra Unlocked 128GB SM-S908W Phantom Black Good,$289.99,2025-09-10,https://www.ebay.com/itm/406104086651,https://i.ebayimg.com/images/g/PE8AAeSwqBhokKMl/s-l500.webp,128 GB,Good,False,Galaxy S22 Ultra,True
2,Samsung Galaxy S22 Ultra SM-S908U 512GB Burgundy Unlocked Good Condition,$398.93,2025-08-26,https://www.ebay.com/itm/356849028974,https://i.ebayimg.com/images/g/socAAeSwjHVoE7Yg/s-l500.webp,512 GB,Good,False,Galaxy S22 Ultra,True
2,Samsung Galaxy S22 Ultra SM-S908U 512GB Green Unlocked Good Condition,$309.99,2025-09-04,https://www.ebay.com/itm/356849031106,https://i.ebayimg.com/images/g/ZcMAAeSwJyFoE7dG/s-l500.webp,512 GB,Good,False,Galaxy S22 Ultra,True
2,Samsung Galaxy S22 Ultra SM-S908U 512GB Phantom White Unlocked Good Condition,$398.92,2025-08-23,https://www.ebay.com/itm/356849040010,https://i.ebayimg.com/images/g/WLsAAeSwt~loE7hk/s-l500.webp,512 GB,Good,False,Galaxy S22 Ultra,True
2,Samsung Galaxy S22 Ultra SM-S908U 512GB Phantom Black Unlocked Good Condition,$398.91,2025-08-23,https://www.ebay.com/itm/356849030073,https://i.ebayimg.com/images/g/5CEAAeSw8rRoE7cf/s-l500.webp,512 GB,Good,False,Galaxy S22 Ultra,True
2,Samsung GalaxyS22Ultra SM-S908U 512GB Phantom White Unlocked Very Good Condition,$340.99,2025-09-04,https://www.ebay.com/itm/356845926871,https://i.ebayimg.com/images/g/kMQAAeSwjftoEpai/s-l500.webp,512 GB,Very Good,False,Galaxy S22 Ultra,True
2,Samsung Galaxy S22 Ultra - 128GB - Burgundy (Unlocked) SM-S908U Excellent,$314.95,2025-09-10,https://www.ebay.com/itm/146376941184,https://i.ebayimg.com/images/g/Or0AAOSwNrZnp3jN/s-l500.webp,128 GB,Excellent,False,Galaxy S22 Ultra,True
2,Samsung Galaxy S22 Ultra SM-S908W - 512GB - Black (Unlocked) - Good Condition,$349.99,2025-09-10,https://www.ebay.com/itm/306436957550,https://i.ebayimg.com/images/g/uOoAAeSwJGdoi49o/s-l500.webp,512 GB,Good,False,Galaxy S22 Ultra,True
2,Samsung Galaxy S22 Ultra 5G 128GB Phantom Black Unlocked Excellent Condition,$320.91,2025-09-06,https://www.ebay.com/itm/354773863002,https://i.ebayimg.com/images/g/~28AAOSwXVlkWsq~/s-l500.webp,128 GB,Excellent,False,Galaxy S22 Ultra,True
2,Samsung Galaxy S22 Ultra 5G 128GB Burgundy Unlocked Very Good Condition,$317.00,2025-09-05,https://www.ebay.com/itm/356235749288,https://i.ebayimg.com/images/g/GvAAAOSwx3ZnLRPC/s-l500.webp,128 GB,Very Good,False,Galaxy S22 Ultra,True
2,Samsung Galaxy S22 Ultra 128GB UNLOCKED  Very Good Condition Burgundy,$299.95,2025-09-08,https://www.ebay.com/itm/116761646977,https://i.ebayimg.com/images/g/VvgAAeSwO25otxYD/s-l500.webp,128 GB,Very Good,False,Galaxy S22 Ultra,True
2,REFURBISHED Samsung Galaxy S22 Ultra 128GB SM-S908U1 Black GSM CDMA UNLOCKED,$289.00,2025-09-07,https://www.ebay.com/itm/126287457833,https://i.ebayimg.com/images/g/~YUAAOSw8ENlqFIa/s-l500.webp,128 GB,Unknown,False,Galaxy S22 Ultra,True
2,Samsung Galaxy S22 Ultra 256GB - Phantom Black - Unlocked -Refurbished Very Good,$379.99,2025-09-07,https://www.ebay.com/itm/226794340799,https://i.ebayimg.com/images/g/XuEAAOSwNR9oPzco/s-l500.webp,256 GB,Very Good,False,Galaxy S22 Ultra,True
2,REFURBISHED Samsung Galaxy S22 Ultra 256GB SM-S908U1 Black GSM CDMA UNLOCKED,$319.00,2025-09-07,https://www.ebay.com/itm/116686623177,https://i.ebayimg.com/images/g/~YUAAOSw8ENlqFIa/s-l500.webp,256 GB,Unknown,False,Galaxy S22 Ultra,True
2,Samsung Galaxy S22 Ultra SM-S908U - 128GB - Black (Unlocked) - Good Condition,$310.49,2025-09-07,https://www.ebay.com/itm/306268157423,https://i.ebayimg.com/images/g/lecAAOSw-SVoB475/s-l500.webp,128 GB,Good,False,Galaxy S22 Ultra,True
2,Samsung Galaxy S22 Ultra SM-S908U - 128GB - Black (Carrier Unlocked) B-Stock,$292.98,2025-09-06,https://www.ebay.com/itm/156928081882,https://i.ebayimg.com/images/g/ZlYAAOSw7idjkk-P/s-l500.webp,128 GB,Unknown,False,Galaxy S22 Ultra,True
2,Samsung Galaxy S22 Ultra 5G 512GB Phantom Black Unlocked Excellent Condition,$449.99,2025-09-05,https://www.ebay.com/itm/277003363482,https://i.ebayimg.com/images/g/lAcAAeSwZm9o4-4o/s-l500.webp,512 GB,Excellent,False,Galaxy S22 Ultra,True
2,Samsung Galaxy S22 Ultra 5G 256GB Sky Blue Unlocked Good Condition,$319.99,2025-09-04,https://www.ebay.com/itm/286760393005,https://i.ebayimg.com/images/g/ZLQAAeSw7TBoycrp/s-l500.webp,256 GB,Good,False,Galaxy S22 Ultra,True
2,Samsung Galaxy S22 Ultra 128GB S908U UNLOCKED - Good Condition Green,$282.99,2025-09-03,https://www.ebay.com/itm/116753226389,https://i.ebayimg.com/images/g/vrYAAeSwNdVorz9C/s-l500.webp,128 GB,Good,False,Galaxy S22 Ultra,True
2,Samsung Galaxy S22 Ultra SM-S908U - 512GB - Burgundy (Unlocked) - Good Condition,$349.99,2025-09-03,https://www.ebay.com/itm/306421531167,https://i.ebayimg.com/images/g/lIQAAeSwjW9ogNu4/s-l500.webp,512 GB,Good,False,Galaxy S22 Ultra,True
2,"Samsung Galaxy S22 Ultra 5G SM-S908U 128GB GSM/CDMA FACTORY UNLOCKED ""Very Good""",$309.88,2025-09-02,https://www.ebay.com/itm/364640801877,https://i.ebayimg.com/images/g/QeMAAOSwhyNlhbIA/s-l500.webp,128 GB,Very Good,False,Galaxy S22 Ultra,True
2,Samsung Galaxy S22 Ultra Fully Unlocked 6.8in 128GB - Good,$322.00,2025-09-02,https://www.ebay.com/itm/166731657510,https://i.ebayimg.com/images/g/KicAAeSwZxJo5oGE/s-l500.webp,128 GB,Good,False,Galaxy S22 Ultra,True
2,"Samsung Galaxy S22 Ultra 5G SM-S908U 128GB Unlocked 6.8"" 108MP WiFi 6E Green",$274.99,2025-08-30,https://www.ebay.com/itm/326648388593,https://i.ebayimg.com/images/g/0hMAAOSwTBJjg1ap/s-l500.webp,128 GB,Unknown,False,Galaxy S22 Ultra,True
2,Samsung Galaxy S22 Ultra - 128 GB - Phantom Black - Fully Unlocked 5G  - Good,$279.99,2025-08-27,https://www.ebay.com/itm/267349304918,https://i.ebayimg.com/images/g/FWoAAeSwpwloi8q6/s-l500.webp,128 GB,Good,False,Galaxy S22 Ultra,True
2,Samsung Galaxy S22 Ultra 5G 512GB Phantom White Unlocked Very Good Condition,$389.99,2025-08-26,https://www.ebay.com/itm/286779298627,https://i.ebayimg.com/images/g/vekAAeSwjB5oycuf/s-l500.webp,512 GB,Very Good,False,Galaxy S22 Ultra,True
2,Samsung Galaxy S22 Ultra - 512GB - Black - Fully Unlocked - Good,$299.99,2025-08-26,https://www.ebay.com/itm/267375673701,https://i.ebayimg.com/images/g/tIEAAeSwF~Nop4lv/s-l500.webp,512 GB,Good,False,Galaxy S22 Ultra,True
2,Samsung Galaxy S22 Ultra 5G S908U Unlocked (Any Carrier) Very Good,$274.99,2025-08-24,https://www.ebay.com/itm/355673480689,https://i.ebayimg.com/images/g/IF8AAOSwSBdjEFfF/s-l500.webp,Unknown,Very Good,False,Galaxy S22 Ultra,True
2,Samsung Galaxy S22 Ultra 5G - 256GB Black (UNLOCKED) [SM-S908U] Good Refurbished,$312.99,2025-08-21,https://www.ebay.com/itm/145816726078,https://i.ebayimg.com/images/g/X4wAAOSwtqFkwpn5/s-l500.webp,256 GB,Good,False,Galaxy S22 Ultra,True
2,Samsung Galaxy S22 Ultra 5G 512GB Phantom White Unlocked Excellent Condition,$419.99,2025-08-20,https://www.ebay.com/itm/277243729072,https://i.ebayimg.com/images/g/-d0AAeSw6wpo1o4~/s-l500.webp,512 GB,Excellent,False,Galaxy S22 Ultra,True
2,Samsung Galaxy S22 Ultra - 512 GB - (Unlocked) Very Good Condition,$331.99,2025-08-19,https://www.ebay.com/itm/257019827744,https://i.ebayimg.com/images/g/6kIAAOSwTydoW3qp/s-l500.webp,512 GB,Very Good,False,Galaxy S22 Ultra,True
2,Samsung Galaxy S22 Ultra 5G 128GB Red Unlocked Excellent Condition,$319.99,2025-08-19,https://www.ebay.com/itm/277332843104,https://i.ebayimg.com/images/g/LE0AAeSwHEto1X7~/s-l500.webp,128 GB,Excellent,False,Galaxy S22 Ultra,True
2,Samsung Galaxy S22 Ultra - 256 GB - Phantom Black - Unlocked - Good Refurbished,$219.99,2025-08-19,https://www.ebay.com/itm/127143091620,https://i.ebayimg.com/images/g/I8QAAOSwihhoOJy9/s-l500.webp,256 GB,Good,False,Galaxy S22 Ultra,True
2,"Samsung Galaxy S22 Ultra 5G 128GB Unlocked SM-S908U 6.8"" 108MP IP68 Burgundy",$274.99,2025-08-18,https://www.ebay.com/itm/205666079328,https://i.ebayimg.com/images/g/sHQAAOSwCwdjF7FM/s-l500.webp,128 GB,Unknown,False,Galaxy S22 Ultra,True
