Page,Title,Price,Sold Date,Link,Image Link,Storage,Condition,PartsOnly,Model,Galaxy_S22
1,Samsung Galaxy S22+ 128GB S906U Unlocked - Good,$158.99,2025-10-29,https://www.ebay.com/itm/255803826545,https://i.ebayimg.com/images/g/nkwAAeSwL55oL2Rf/s-l500.webp,128 GB,Good,False,Galaxy S22,True
1,Samsung Galaxy S22 S901 128GB Unlocked - Excellent,$168.95,2025-10-29,https://www.ebay.com/itm/364498823740,https://i.ebayimg.com/images/g/IzAAAOSwNXFlFYby/s-l500.webp,128 GB,Excellent,False,Galaxy S22,True
1,Samsung Galaxy S22+ 5G SM-S906U1 256GB Unlocked Very Good,$210.99,2025-10-29,https://www.ebay.com/itm/186372208848,https://i.ebayimg.com/images/g/9eoAAOSwBFJjPcD9/s-l500.webp,256 GB,Very Good,False,Galaxy S22,True
1,Samsung Galaxy S22+ 128GB S906U Unlocked - Excellent,$186.99,2025-10-29,https://www.ebay.com/itm/255788146936,https://i.ebayimg.com/images/g/l7MAAeSwd11oL22F/s-l500.webp,128 GB,Excellent,False,Galaxy S22,True
1,Samsung Galaxy S22+ Black 128 Very Good - Refurbished  - Unlocked,$188.99,2025-10-29,https://www.ebay.com/itm/127185353402,https://i.ebayimg.com/images/g/ph8AAeSwGBZo~-HC/s-l500.webp,Unknown,Very Good,False,Galaxy S22,True
1,Samsung Galaxy S22+ 128GB S906U Unlocked - Very Good,$177.99,2025-10-29,https://www.ebay.com/itm/255788146958,https://i.ebayimg.com/images/g/G3cAAeSw939oNjhw/s-l500.webp,128 GB,Very Good,False,Galaxy S22,True
1,Samsung Galaxy S22 S901 128GB Unlocked - Very Good,$159.95,2025-10-29,https://www.ebay.com/itm/404513869457,https://i.ebayimg.com/images/g/u-AAAOSw46tlFYbZ/s-l500.webp,128 GB,Very Good,False,Galaxy S22,True
1,Samsung Galaxy S22 5G S901U Unlocked (Any Carrier) SmartPhone Very Good,$158.99,2025-10-28,https://www.ebay.com/itm/225935482577,https://i.ebayimg.com/images/g/Xp4AAOSwJ4ZjBY2-/s-l500.webp,Unknown,Very Good,False,Galaxy S22,True
1,Samsung Galaxy S22+ 5G SM-S906U1 128GB 256GB Unlocked Very Good Refurbished,$182.99,2025-10-28,https://www.ebay.com/itm/204769428202,https://i.ebayimg.com/images/g/9eoAAOSwBFJjPcD9/s-l500.webp,128 GB,Very Good,False,Galaxy S22,True
1,Samsung Galaxy S22+ 256GB S906U Unlocked - Very Good,$186.99,2025-10-28,https://www.ebay.com/itm/255865325437,https://i.ebayimg.com/images/g/-GwAAeSwLOFoL7qj/s-l500.webp,256 GB,Very Good,False,Galaxy S22,True
1,Samsung Galaxy S22+ 5G SMS906U 128GB Unlocked Very Good Condition,$197.49,2025-10-28,https://www.ebay.com/itm/357352748592,https://i.ebayimg.com/images/g/jC8AAeSwLGhog5-z/s-l500.webp,128 GB,Very Good,False,Galaxy S22,True
1,Samsung Galaxy S22 128GB 256GB S901U Unlocked Smartphone - Good,$144.99,2025-10-28,https://www.ebay.com/itm/157315789642,https://i.ebayimg.com/images/g/xiQAAeSwdaVo3UHP/s-l500.webp,128 GB,Good,False,Galaxy S22,True
1,Samsung Galaxy S22+ SM-S906U Unlocked 256GB Phantom Black Good,$180.99,2025-10-28,https://www.ebay.com/itm/176486260959,https://i.ebayimg.com/images/g/c6gAAOSwhH1mn-Zy/s-l500.webp,256 GB,Good,False,Galaxy S22,True
1,Samsung Galaxy S22 SM-S901U Unlocked 128GB Phantom Black Good,$147.99,2025-10-28,https://www.ebay.com/itm/196518586989,https://i.ebayimg.com/images/g/urQAAOSw2QFmn95~/s-l500.webp,128 GB,Good,False,Galaxy S22,True
1,Samsung Galaxy S22+ 256GB S906U Unlocked - Good,$167.99,2025-10-28,https://www.ebay.com/itm/255865325471,https://i.ebayimg.com/images/g/cfQAAeSwvNdoM7GS/s-l500.webp,256 GB,Good,False,Galaxy S22,True
1,Samsung Galaxy S22 128GB S901U Unlocked - Excellent,$177.99,2025-10-28,https://www.ebay.com/itm/255750739980,https://i.ebayimg.com/images/g/eHQAAeSwa6VojEf9/s-l500.webp,128 GB,Excellent,False,Galaxy S22,True
1,Samsung Galaxy S22+ Plus 128GB Unlocked ATT T-Mobile Verizon Excellent Condition,$205.95,2025-10-28,https://www.ebay.com/itm/297168197446,https://i.ebayimg.com/images/g/bOEAAOSwpONn6wsv/s-l500.webp,128 GB,Excellent,False,Galaxy S22,True
1,Samsung Galaxy S22 S901 256GB Unlocked - Excellent,$194.95,2025-10-28,https://www.ebay.com/itm/365014088752,https://i.ebayimg.com/images/g/IzAAAOSwNXFlFYby/s-l500.webp,256 GB,Excellent,False,Galaxy S22,True
1,Samsung Galaxy S22 SM-S901U1 Unlocked 128GB Phantom Black Good,$145.99,2025-10-28,https://www.ebay.com/itm/196518614327,https://i.ebayimg.com/images/g/~LQAAOSwMaZmn-Tn/s-l500.webp,128 GB,Good,False,Galaxy S22,True
1,Samsung Galaxy S22 128GB S901U Unlocked - Very Good,$153.99,2025-10-28,https://www.ebay.com/itm/255750740005,https://i.ebayimg.com/images/g/f2MAAeSwWopojEhl/s-l500.webp,128 GB,Very Good,False,Galaxy S22,True
1,Samsung Galaxy S22 + Plus  5G 128/256GB Fully  Unlocked - Refurbished Excellent,$214.99,2025-10-28,https://www.ebay.com/itm/236252885643,https://i.ebayimg.com/images/g/ImQAAOSwje1kGbSU/s-l500.webp,256 GB,Excellent,False,Galaxy S22,True
1,Samsung Galaxy S22+ Gold 128GB Good - Refurbished  - Unlocked,$178.99,2025-10-28,https://www.ebay.com/itm/127187184001,https://i.ebayimg.com/images/g/4rwAAeSwOQhpAEH8/s-l500.webp,128 GB,Good,False,Galaxy S22,True
1,Samsung Galaxy S22 128GB S901U Unlocked - Good,$143.99,2025-10-28,https://www.ebay.com/itm/255865325274,https://i.ebayimg.com/images/g/~50AAeSw3BZojEkt/s-l500.webp,128 GB,Good,False,Galaxy S22,True
1,Samsung Galaxy S22 SM-S901U Verizon Unlocked 128GB Pink Gold Good,$214.99,2025-10-28,https://www.ebay.com/itm/186605202696,https://i.ebayimg.com/images/g/dL8AAOSwgGZmqwlX/s-l500.webp,128 GB,Good,False,Galaxy S22,True
1,Samsung Galaxy S22+ 5G 256GB (Unlocked) - Pink,$204.98,2025-10-28,https://www.ebay.com/itm/317475554836,https://i.ebayimg.com/images/g/jAIAAeSwO8tpAQeA/s-l500.webp,256 GB,Unknown,False,Galaxy S22,True
1,Samsung Galaxy S22 128GB 256GB S901U Unlocked Smartphone - Very Good,$164.99,2025-10-28,https://www.ebay.com/itm/157222087627,https://i.ebayimg.com/images/g/V10AAeSwF-xo3UIy/s-l500.webp,128 GB,Very Good,False,Galaxy S22,True
1,Samsung Galaxy S22+ Plus 128GB Unlocked ATT T-Mobile Verizon Very Good Condition,$186.95,2025-10-28,https://www.ebay.com/itm/297168193218,https://i.ebayimg.com/images/g/bx0AAOSw8PRn7pHM/s-l500.webp,128 GB,Very Good,False,Galaxy S22,True
1,Samsung Galaxy S22+ White 128 Good - Refurbished  - Unlocked,$178.99,2025-10-28,https://www.ebay.com/itm/127201340203,https://i.ebayimg.com/images/g/aBgAAeSwFTZo~-tL/s-l500.webp,Unknown,Good,False,Galaxy S22,True
1,Samsung Galaxy S22 5G S901U Unlocked (Any Carrier) SmartPhone Good,$139.99,2025-10-28,https://www.ebay.com/itm/235404365002,https://i.ebayimg.com/images/g/Xp4AAOSwJ4ZjBY2-/s-l500.webp,Unknown,Good,False,Galaxy S22,True
1,Samsung Galaxy S22+ Plus | 128GB Green *UNLOCKED* Very Good Refurb [SM-S906U],$171.99,2025-10-28,https://www.ebay.com/itm/146307189249,https://i.ebayimg.com/images/g/1mgAAOSwzxNl7zBL/s-l500.webp,128 GB,Very Good,False,Galaxy S22,True
1,Samsung Galaxy S22+ 5G SM-S906U1 128GB 256GB Unlocked Good,$168.99,2025-10-28,https://www.ebay.com/itm/204769441593,https://i.ebayimg.com/images/g/1JMAAOSwOSVnOXeW/s-l500.webp,128 GB,Good,False,Galaxy S22,True
1,Samsung Galaxy S22+ 5G SM-S906U1 128GB 256GB Factory Unlocked Excellent,$201.99,2025-10-27,https://www.ebay.com/itm/355596780465,https://i.ebayimg.com/images/g/9eoAAOSwBFJjPcD9/s-l500.webp,128 GB,Excellent,False,Galaxy S22,True
1,Samsung Galaxy S22 256GB S901U Unlocked - Good,$149.99,2025-10-27,https://www.ebay.com/itm/255865325366,https://i.ebayimg.com/images/g/QHcAAeSwsphojA~m/s-l500.webp,256 GB,Good,False,Galaxy S22,True
1,Samsung Galaxy S22+ Gold 128GB Very Good - Refurbished  - Unlocked,$188.99,2025-10-27,https://www.ebay.com/itm/127187183851,https://i.ebayimg.com/images/g/K0kAAeSwWp9pAE4p/s-l500.webp,128 GB,Very Good,False,Galaxy S22,True
1,Samsung Galaxy S22 White 128GB Good - Refurbished  - Unlocked,$152.99,2025-10-27,https://www.ebay.com/itm/127199726859,https://i.ebayimg.com/images/g/OUcAAeSwbGRpAPrp/s-l500.webp,128 GB,Good,False,Galaxy S22,True
1,Samsung Galaxy S22 Green 128GB Good - Refurbished  - Unlocked,$152.99,2025-10-27,https://www.ebay.com/itm/127239281024,https://i.ebayimg.com/images/g/ovcAAeSwbkZpAglU/s-l500.webp,128 GB,Good,False,Galaxy S22,True
1,Samsung Galaxy S22 256GB S901U Unlocked - Very Good,$167.99,2025-10-27,https://www.ebay.com/itm/255865325329,https://i.ebayimg.com/images/g/BsoAAeSwfPhojEix/s-l500.webp,256 GB,Very Good,False,Galaxy S22,True
1,Samsung Galaxy S22+ SM-S906U1 Unlocked 128GB Phantom Black Good,$167.99,2025-10-27,https://www.ebay.com/itm/196518646975,https://i.ebayimg.com/images/g/TtEAAOSwMvdmn-p7/s-l500.webp,128 GB,Good,False,Galaxy S22,True
1,Samsung Galaxy S22+ Plus 128GB Unlocked ATT T-Mobile Verizon Good Condition,$167.95,2025-10-27,https://www.ebay.com/itm/297168194193,https://i.ebayimg.com/images/g/L2wAAOSwn-Rn7pIK/s-l500.webp,128 GB,Good,False,Galaxy S22,True
1,Samsung Galaxy S22 Black 128GB Very Good - Refurbished  - Unlocked,$161.99,2025-10-27,https://www.ebay.com/itm/127234543238,https://i.ebayimg.com/images/g/pE8AAeSwFTZpANL7/s-l500.webp,128 GB,Very Good,False,Galaxy S22,True
1,Samsung Galaxy S22 256GB Factory Unlocked AT&T T-Mobile Verizon Good Condition,$171.95,2025-10-27,https://www.ebay.com/itm/306216340548,https://i.ebayimg.com/images/g/5moAAOSw1c9n7XaH/s-l500.webp,256 GB,Good,False,Galaxy S22,True
1,Samsung Galaxy S22 128GB FACTORY Unlocked Verizon ATT  TMobile Metro - EXCELLENT,$169.48,2025-10-27,https://www.ebay.com/itm/115990092373,https://i.ebayimg.com/images/g/xr0AAOSwFZVlvsfM/s-l500.webp,128 GB,Excellent,False,Galaxy S22,True
1,Samsung Galaxy S22 Purple 128GB Very Good - Refurbished  - Unlocked,$161.99,2025-10-27,https://www.ebay.com/itm/127257209493,https://i.ebayimg.com/images/g/7WcAAeSw9L5o~vZI/s-l500.webp,128 GB,Very Good,False,Galaxy S22,True
1,Samsung Galaxy S22+ Plus 5G S906U Unlocked (Any Carrier) 128GB 256GB Good,$179.99,2025-10-27,https://www.ebay.com/itm/326675786519,https://i.ebayimg.com/images/g/Xp4AAOSwJ4ZjBY2-/s-l500.webp,128 GB,Good,False,Galaxy S22,True
1,Samsung Galaxy S22 Black 128GB Good - Refurbished  - Unlocked,$152.99,2025-10-27,https://www.ebay.com/itm/127244140586,https://i.ebayimg.com/images/g/MK8AAeSwiCFpAPQp/s-l500.webp,128 GB,Good,False,Galaxy S22,True
1,Samsung Galaxy S22+ Black 128 Good - Refurbished  - Unlocked,$178.99,2025-10-27,https://www.ebay.com/itm/127185353533,https://i.ebayimg.com/images/g/JJ0AAeSw0qlo~~mj/s-l500.webp,Unknown,Good,False,Galaxy S22,True
1,Samsung Galaxy S22+ Plus 256GB Unlocked ATT T-Mobile Verizon Very Good Condition,$200.95,2025-10-27,https://www.ebay.com/itm/297168193514,https://i.ebayimg.com/images/g/Am4AAOSw~Gln7-Sk/s-l500.webp,256 GB,Very Good,False,Galaxy S22,True
1,Samsung Galaxy S22 S901 256GB Unlocked - Very Good,$185.95,2025-10-27,https://www.ebay.com/itm/365846334124,https://i.ebayimg.com/images/g/IzAAAOSwNXFlFYby/s-l500.webp,256 GB,Very Good,False,Galaxy S22,True
