Page,Title,Price,Sold Date,Link,Image Link,Storage,Condition,PartsOnly,Model,Galaxy_S25
1,Samsung Galaxy S25+ Plus  256GB Factory Unlocked Verizon ATT TMobile - OPEN BOX,$629.48,2025-10-28,https://www.ebay.com/itm/135950032873,https://i.ebayimg.com/images/g/IkUAAOSw69RoRcur/s-l500.webp,256 GB,Unknown,False,Galaxy S25,True
1,Samsung Galaxy S25 5G - SM-S931U - Unlocked - 128GB Icy Blue - Excellent,$463.99,2025-10-28,https://www.ebay.com/itm/146862403064,https://i.ebayimg.com/images/g/lYUAAeSwi-do2syY/s-l500.webp,128 GB,Excellent,False,Galaxy S25,True
1,Samsung Galaxy S25 Edge 256GB Titanium Silver Unlocked Excellent Condition,$599.99,2025-10-28,https://www.ebay.com/itm/277338151823,https://i.ebayimg.com/images/g/jVYAAeSwPJRo-nFl/s-l500.webp,256 GB,Excellent,False,Galaxy S25,True
1,Samsung Galaxy S25+ PLUS SM-S936U1 256GB SILVER FACTORY UNLOCKED  #L679,$529.00,2025-10-28,https://www.ebay.com/itm/127446753933,https://i.ebayimg.com/images/g/XygAAeSwyvBo-Qlj/s-l500.webp,256 GB,Unknown,False,Galaxy S25,True
1,Samsung Galaxy S25+ 256GB Unlocked Excellent Condition,$628.28,2025-10-28,https://www.ebay.com/itm/357459872462,https://i.ebayimg.com/images/g/5dkAAeSwTH5op0Eg/s-l500.webp,256 GB,Excellent,False,Galaxy S25,True
1,Samsung Galaxy S25 SM-S931U1 128GB Unlocked Excellent Condition,$499.99,2025-10-28,https://www.ebay.com/itm/376644158819,https://i.ebayimg.com/images/g/DzsAAeSwWyNo8Sus/s-l500.webp,128 GB,Excellent,False,Galaxy S25,True
1,Samsung Galaxy S25 Edge 512GB Titanium Silver Unlocked Excellent Condition,$629.99,2025-10-28,https://www.ebay.com/itm/277290482816,https://i.ebayimg.com/images/g/jZgAAeSw1kFo-nD3/s-l500.webp,512 GB,Excellent,False,Galaxy S25,True
1,Samsung Galaxy S25+ PLUS SM-S936U1 256GB ICYBLUE FACTORY UNLOCKED #L500,$559.00,2025-10-27,https://www.ebay.com/itm/127429872132,https://i.ebayimg.com/images/g/U5EAAeSwWwFo7VjN/s-l500.webp,256 GB,Unknown,False,Galaxy S25,True
1,Samsung Galaxy S25+ PLUS M-S936U1 512GB BLUE  FACTORY UNLOCKED #L625,$634.00,2025-10-27,https://www.ebay.com/itm/127446883543,https://i.ebayimg.com/images/g/QZQAAeSwuTto-SlI/s-l500.webp,512 GB,Unknown,False,Galaxy S25,True
1,Samsung Galaxy S25 - 128 GB - SM-S931U1 Navy (Unlocked) Excellent,$434.95,2025-10-27,https://www.ebay.com/itm/405977447569,https://i.ebayimg.com/images/g/wm4AAOSwiqBoUuj1/s-l500.webp,128 GB,Excellent,False,Galaxy S25,True
1,Samsung Galaxy S25 128GB  256GB SM-S931U1 Mint Blue Silver Unlocked,$449.00,2025-10-27,https://www.ebay.com/itm/146565510947,https://i.ebayimg.com/images/g/9uYAAOSwFd5oGkKJ/s-l500.webp,128 GB,Unknown,False,Galaxy S25,True
