Page,Title,Price,Sold Date,Link,Image Link,Storage,Condition,PartsOnly,Model,Pixel_9_Pro
1,Google Pixel 9 Pro - Unlocked - Hazel - 256GB - Excellent,$719.00,2025-09-18,https://www.ebay.com/itm/277023394995,https://i.ebayimg.com/images/g/xOoAAOSwlvFngUsD/s-l140.webp,256 GB,Excellent,False,Pixel 9 Pro,True
1,Google Pixel 9 Pro 512GB - Black Obsidian - Network Unlocked - Very Good + More,$739.99,2025-09-17,https://www.ebay.com/itm/197705323981,https://i.ebayimg.com/images/g/X3oAAeSwlL9obTz7/s-l140.webp,512 GB,Very Good,False,Pixel 9 Pro,True
1,"Google Pixel 9 Pro 5G 6.3""  Fully Unlocked (Any Carrier) 128GB Very Good",$509.89,2025-09-17,https://www.ebay.com/itm/236216071738,https://i.ebayimg.com/images/g/K7YAAOSwMiBoWcl5/s-l140.webp,128 GB,Very Good,False,Pixel 9 Pro,True
1,Google Pixel 9 Pro - Unlocked - Hazel - 128GB - Very Good,$530.00,2025-09-17,https://www.ebay.com/itm/286319862165,https://i.ebayimg.com/images/g/xOoAAOSwlvFngUsD/s-l140.webp,128 GB,Very Good,False,Pixel 9 Pro,True
1,Google Pixel 9 Pro Fold - 256 GB - Obsidian (Unlocked) GGH2X Good,$784.95,2025-09-17,https://www.ebay.com/itm/146768830054,https://i.ebayimg.com/images/g/pT4AAeSwxRpom2mO/s-l140.webp,256 GB,Good,False,Pixel 9 Pro,True
1,Google Pixel 9 Pro 256GB Obsidian Unlocked Good Condition,$599.99,2025-09-15,https://www.ebay.com/itm/286724513253,https://i.ebayimg.com/images/g/lvcAAeSwgilo6Ugn/s-l140.webp,256 GB,Good,False,Pixel 9 Pro,True
1,Google Pixel 9 Pro 256GB Hazel Unlocked Very Good Condition,$649.99,2025-09-12,https://www.ebay.com/itm/286814780388,https://i.ebayimg.com/images/g/ux4AAeSwk8Fo7pgC/s-l140.webp,256 GB,Very Good,False,Pixel 9 Pro,True
1,Google Pixel 9 Pro 256GB | Obsidian Black | Network Unlocked | Excellent 🔥,$699.99,2025-09-08,https://www.ebay.com/itm/205704935275,https://i.ebayimg.com/images/g/pU0AAeSwVWZotyc6/s-l140.webp,256 GB,Excellent,False,Pixel 9 Pro,True
1,Google Pixel 9 Pro - 256 GB - Obsidian (Unlocked) GR83Y Good,$609.95,2025-09-12,https://www.ebay.com/itm/127366669387,https://i.ebayimg.com/images/g/hu0AAeSwdcpow88z/s-l140.webp,256 GB,Good,False,Pixel 9 Pro,True
1,Google Pixel 9 Pro GR83Y 128GB Obsidian Unlocked Good Condition,$550.55,2025-09-06,https://www.ebay.com/itm/356849463110,https://i.ebayimg.com/images/g/XpMAAeSwJnhoE--f/s-l140.webp,128 GB,Good,False,Pixel 9 Pro,True
1,Google Pixel 9 Pro GR83Y 128GB Obsidian Unlocked Very Good Condition,$569.99,2025-08-25,https://www.ebay.com/itm/356849353618,https://i.ebayimg.com/images/g/rmkAAeSwPmpoE98P/s-l140.webp,128 GB,Very Good,False,Pixel 9 Pro,True
1,Google Pixel 9 Pro GR83Y 256GB Obsidian Unlocked Good Condition,$673.12,2025-09-06,https://www.ebay.com/itm/356849465719,https://i.ebayimg.com/images/g/d1MAAeSwAoxoE~BM/s-l140.webp,256 GB,Good,False,Pixel 9 Pro,True
1,Google Pixel 9 Pro - Unlocked - Obsidian - 128GB - Excellent,$569.00,2025-09-10,https://www.ebay.com/itm/276776902242,https://i.ebayimg.com/images/g/U5AAAOSwh~pnEBEN/s-l140.webp,128 GB,Excellent,False,Pixel 9 Pro,True
1,Google Pixel 9 Pro 128GB - Black Obsidian - Unlocked - Very Good + More,$559.99,2025-08-30,https://www.ebay.com/itm/326750562042,https://i.ebayimg.com/images/g/uAgAAOSweGdn7Ej3/s-l140.webp,128 GB,Very Good,False,Pixel 9 Pro,True
1,Google Pixel 9 Pro 256GB Unlocked - White / Porcelain - Very Good + More,$699.99,2025-09-01,https://www.ebay.com/itm/326750575190,https://i.ebayimg.com/images/g/gBYAAOSwpCZnvzYG/s-l140.webp,256 GB,Very Good,False,Pixel 9 Pro,True
1,Google Pixel 9 Pro 256GB - Rose Quartz / Pink - Unlocked - Very Good + More,$699.99,2025-08-30,https://www.ebay.com/itm/205698528602,https://i.ebayimg.com/images/g/hPgAAeSwC-JoseOp/s-l140.webp,256 GB,Very Good,False,Pixel 9 Pro,True
1,Google Pixel 9 Pro 256GB - Hazel - Factory Unlocked - Very Good + More,$699.99,2025-08-29,https://www.ebay.com/itm/205698530182,https://i.ebayimg.com/images/g/998AAOSw7Wdnv1Hs/s-l140.webp,256 GB,Very Good,False,Pixel 9 Pro,True
1,Google Pixel 9 Pro 512GB - Black Obsidian - Network Unlocked - Very Good + More,$689.99,2025-08-26,https://www.ebay.com/itm/197648670903,https://i.ebayimg.com/images/g/X3oAAeSwlL9obTz7/s-l140.webp,512 GB,Very Good,False,Pixel 9 Pro,True
1,Google Pixel 9 Pro Fold 512GB Obsidian Unlocked Very Good Condition,$969.99,2025-09-08,https://www.ebay.com/itm/297437410113,https://i.ebayimg.com/images/g/Ts0AAeSwQnpo7xF2/s-l140.webp,512 GB,Very Good,False,Pixel 9 Pro,True
1,"Google Pixel 9 Pro 6.3"" 128GB (Unlocked LTE) - Obsidian",$579.98,2025-09-07,https://www.ebay.com/itm/317238064023,https://i.ebayimg.com/images/g/5FYAAeSwIyVouF9r/s-l140.webp,128 GB,Unknown,False,Pixel 9 Pro,True
1,"Google Pixel 9 Pro 6.3"" 256GB (Unlocked LTE) - Obsidian",$649.98,2025-09-07,https://www.ebay.com/itm/365841981299,https://i.ebayimg.com/images/g/1YYAAeSw9Z5ouELF/s-l140.webp,256 GB,Unknown,False,Pixel 9 Pro,True
1,Google Pixel 9 Pro - Unlocked - Porcelain - 256GB - Excellent,$719.00,2025-09-06,https://www.ebay.com/itm/286476936064,https://i.ebayimg.com/images/g/oSkAAOSw52Fn9D9W/s-l140.webp,256 GB,Excellent,False,Pixel 9 Pro,True
1,"Google Pixel 9 Pro 6.3"" 256GB (Unlocked LTE) - Porcelain",$649.98,2025-09-06,https://www.ebay.com/itm/365842001628,https://i.ebayimg.com/images/g/auQAAeSwsL9ouF3N/s-l140.webp,256 GB,Unknown,False,Pixel 9 Pro,True
1,"Google Pixel 9 Pro 6.3"" 256GB (Unlocked LTE) - Rose Quartz",$629.98,2025-09-05,https://www.ebay.com/itm/146810537574,https://i.ebayimg.com/images/g/5P8AAeSwr7VoupoC/s-l140.webp,256 GB,Unknown,False,Pixel 9 Pro,True
1,Google Pixel 9 Pro Fold - Unlocked - Porcelain - 256GB - Good,$849.00,2025-09-04,https://www.ebay.com/itm/286696246395,https://i.ebayimg.com/images/g/jrgAAOSwCv5nr8CL/s-l140.webp,256 GB,Good,False,Pixel 9 Pro,True
1,"Google Pixel 9 Pro 6.3"" 256GB (Unlocked LTE) - Rose Quartz",$639.98,2025-09-04,https://www.ebay.com/itm/317238001408,https://i.ebayimg.com/images/g/WLIAAeSwaK5ouF5G/s-l140.webp,256 GB,Unknown,False,Pixel 9 Pro,True
1,Google Pixel 9 Pro 256GB Porcelain Unlocked Very Good Condition,$619.99,2025-09-03,https://www.ebay.com/itm/297333383849,https://i.ebayimg.com/images/g/CnIAAeSwQ1po7pe2/s-l140.webp,256 GB,Very Good,False,Pixel 9 Pro,True
1,"Google Pixel 9 Pro 6.3"" 256GB (Unlocked LTE) - Obsidian",$629.98,2025-09-03,https://www.ebay.com/itm/146810515667,https://i.ebayimg.com/images/g/JnwAAeSwv0lo5JB7/s-l140.webp,256 GB,Unknown,False,Pixel 9 Pro,True
1,Google Pixel 9 Pro Fold - Unlocked - Porcelain - 256GB - Excellent,$979.00,2025-09-02,https://www.ebay.com/itm/277324036601,https://i.ebayimg.com/images/g/jrgAAOSwCv5nr8CL/s-l140.webp,256 GB,Excellent,False,Pixel 9 Pro,True
1,Google Pixel 9 Pro Fold - Unlocked - Porcelain - 512GB - Very Good,$999.00,2025-09-01,https://www.ebay.com/itm/286508959168,https://i.ebayimg.com/images/g/jrgAAOSwCv5nr8CL/s-l140.webp,512 GB,Very Good,False,Pixel 9 Pro,True
