Page,Title,Price,Sold Date,Link,Image Link,Storage,Condition,PartsOnly,Model,Pixel_7
1,Google Pixel 7 - 128GB (Unlocked) - Obsidian,$169.95,2025-09-16,https://www.ebay.com/itm/146601302891,https://i.ebayimg.com/images/g/wnsAAeSwsPdo4Eyd/s-l500.webp,128 GB,Unknown,False,Pixel 7,True
1,Google Pixel 7 - GVU6C - 256GB Unlocked Lemongrass - Excellent,$254.99,2025-09-16,https://www.ebay.com/itm/145555777810,https://i.ebayimg.com/images/g/7cQAAOSwNNZkkzRz/s-l500.webp,256 GB,Excellent,False,Pixel 7,True
1,"Google Pixel 7 128GB Unlocked GA03943-US 6.3"" 50MP WiFi NFC 5G LTE Lemongrass",$179.99,2025-08-30,https://www.ebay.com/itm/205037421628,https://i.ebayimg.com/images/g/4o0AAOSwETxj0sth/s-l500.webp,128 GB,Unknown,False,Pixel 7,True
1,"Google Pixel 7 128GB Unlocked GA03933-US 6.3"" FHD 50MP WiFi 5G LTE Snow White",$174.99,2025-09-03,https://www.ebay.com/itm/205305848337,https://i.ebayimg.com/images/g/jl0AAOSwbopj0sto/s-l500.webp,128 GB,Unknown,False,Pixel 7,True
1,Google Pixel 7 128GB Unlocked GA03923-US 6.3” AMOLED WiFi NFC 5G Obsidian Black,$174.99,2025-09-15,https://www.ebay.com/itm/205046998469,https://i.ebayimg.com/images/g/6t4AAOSwcvdjwF-x/s-l500.webp,128 GB,Unknown,False,Pixel 7,True
1,OEM UNLOCKED Google Pixel 7  128GB AT&T T-Mobile Verizon All Colors - GOOD,$209.99,2025-09-14,https://www.ebay.com/itm/276050969770,https://i.ebayimg.com/images/g/qVkAAOSwGqFlBiL4/s-l500.webp,128 GB,Unknown,False,Pixel 7,True
1,Google Pixel 7 - 256GB - Black Obsidian - Network Unlocked - Very Good + More,$194.99,2025-09-10,https://www.ebay.com/itm/326766147959,https://i.ebayimg.com/images/g/PSYAAOSwRWBnYaxw/s-l500.webp,256 GB,Very Good,False,Pixel 7,True
1,"Google Pixel 7 GVU6C 128GB CDMA/GSM Unlocked Smartphone, Very Good",$207.56,2025-09-11,https://www.ebay.com/itm/267137765357,https://i.ebayimg.com/images/g/GvwAAOSwMRpj2rLf/s-l500.webp,128 GB,Very Good,False,Pixel 7,True
1,Google Pixel 7 GQML3 128GB Obsidian Black Unlocked Good Condition,$176.94,2025-08-25,https://www.ebay.com/itm/356849467476,https://i.ebayimg.com/images/g/niYAAeSwqhBoE~CV/s-l500.webp,128 GB,Good,False,Pixel 7,True
1,Google Pixel 7 - 128GB 256GB - All Colors - Good Condition,$164.00,2025-09-09,https://www.ebay.com/itm/285847332467,https://i.ebayimg.com/images/g/WkoAAOSwSppmOVR2/s-l500.webp,128 GB,Good,False,Pixel 7,True
2,Carrier Unlocked - Google Pixel 7 5G - 128GB Obsidian Black - Very Good,$224.99,2025-09-05,https://www.ebay.com/itm/146812265974,https://i.ebayimg.com/images/g/V0gAAOSwab1nQDlM/s-l500.webp,128 GB,Very Good,False,Pixel 7,True
2,Google Pixel 7 (5G) - 128GB Lemongrass *UNLOCKED* [GQML3] Very Good Refurb,$191.99,2025-09-05,https://www.ebay.com/itm/146355532853,https://i.ebayimg.com/images/g/jsQAAOSwMwllxq9R/s-l500.webp,128 GB,Very Good,False,Pixel 7,True
2,Google Pixel 7 5G 128GB Verizon + GSM Unlocked Smartphone Very Good,$179.99,2025-09-04,https://www.ebay.com/itm/177374467606,https://i.ebayimg.com/images/g/~LsAAeSwQxRosj2t/s-l500.webp,128 GB,Very Good,False,Pixel 7,True
2,Google Pixel 7 - 128GB 256GB - All Colors - Very Good Condition,$190.00,2025-09-03,https://www.ebay.com/itm/276454600908,https://i.ebayimg.com/images/g/WkoAAOSwSppmOVR2/s-l500.webp,128 GB,Very Good,False,Pixel 7,True
2,"Google Pixel 7 128GB Unlocked GA03933-US 6.3"" FHD 50MP WiFi 5G LTE Snow White",$179.99,2025-09-01,https://www.ebay.com/itm/196729294665,https://i.ebayimg.com/images/g/jl0AAOSwbopj0sto/s-l500.webp,128 GB,Unknown,False,Pixel 7,True
2,Google Pixel 7 - Unlocked - 128GB - Black - Very Good,$190.00,2025-08-30,https://www.ebay.com/itm/285483959725,https://i.ebayimg.com/images/g/NGQAAOSwGnFlDGSw/s-l500.webp,128 GB,Very Good,False,Pixel 7,True
2,Google Pixel 7 128GB Unlocked - Excellent,$198.95,2025-08-29,https://www.ebay.com/itm/405751758616,https://i.ebayimg.com/images/g/~6AAAOSwPxdmAcp9/s-l500.webp,128 GB,Excellent,False,Pixel 7,True
2,Google Pixel 7 128GB 5G Unlocked - Very Good,$179.99,2025-08-26,https://www.ebay.com/itm/275686815379,https://i.ebayimg.com/images/g/qKkAAOSwy6BjvwhA/s-l500.webp,128 GB,Very Good,False,Pixel 7,True
2,Google Pixel 7 128GB Snow Unlocked Very Good Condition,$189.99,2025-08-26,https://www.ebay.com/itm/275894866340,https://i.ebayimg.com/images/g/pL4AAOSwbVZkg1Yl/s-l500.webp,128 GB,Very Good,False,Pixel 7,True
2,Google Pixel 7 - 128GB - Obsidian (Unlocked) - Very Good Condition,$193.99,2025-08-24,https://www.ebay.com/itm/306448374951,https://i.ebayimg.com/images/g/n58AAOSwrbJnvZ7w/s-l500.webp,128 GB,Very Good,False,Pixel 7,True
2,Google Pixel 7 5G 256GB - Lemongrass Obsidian Snow - Unlocked - Very Good,$224.99,2025-08-23,https://www.ebay.com/itm/404967200724,https://i.ebayimg.com/images/g/ZWMAAOSw3aplRIOH/s-l500.webp,256 GB,Very Good,False,Pixel 7,True
2,Google Pixel 7 5G 256GB - Lemongrass Obsidian Snow - Unlocked - Good,$214.99,2025-08-22,https://www.ebay.com/itm/316795644188,https://i.ebayimg.com/images/g/ZWMAAOSw3aplRIOH/s-l500.webp,256 GB,Good,False,Pixel 7,True
2,Google Pixel 7 5G 128GB - Lemongrass Obsidian Snow - Unlocked - Good Condition,$175.99,2025-08-22,https://www.ebay.com/itm/314933890735,https://i.ebayimg.com/images/g/ZWMAAOSw3aplRIOH/s-l500.webp,128 GB,Good,False,Pixel 7,True
2,Google Pixel 7 Unlocked 128gb/256gb All Colors/Memory 🔒VERY GOOD CONDITION💯,$179.99,2025-08-12,https://www.ebay.com/itm/127132753663,https://i.ebayimg.com/images/g/WxQAAOSw4X9oLzZ7/s-l500.webp,128 GB,Unknown,False,Pixel 7,True
2,Google Pixel 7 128GB 5G Unlocked - Good,$169.99,2025-08-10,https://www.ebay.com/itm/285472609790,https://i.ebayimg.com/images/g/qKkAAOSwy6BjvwhA/s-l500.webp,128 GB,Good,False,Pixel 7,True
2,"Google Pixel 7 256GB Unlocked GA04538-US 6.3"" FHD 50MP WiFi 5G LTE Snow White",$204.99,2025-08-05,https://www.ebay.com/itm/205047001420,https://i.ebayimg.com/images/g/jl0AAOSwbopj0sto/s-l500.webp,256 GB,Unknown,False,Pixel 7,True
2,Google Pixel 7 5G 256GB (Unlocked) - Lemongrass,$159.95,2025-08-04,https://www.ebay.com/itm/317146109620,https://i.ebayimg.com/images/g/ARUAAeSwC6JokSRf/s-l500.webp,256 GB,Unknown,False,Pixel 7,True
2,Google Pixel 7 128GB Unlocked Obsidian GVU6C Cell Phone Very Good,$194.95,2025-07-31,https://www.ebay.com/itm/126515233106,https://i.ebayimg.com/images/g/g9cAAOSwkKdmYDd8/s-l500.webp,128 GB,Very Good,False,Pixel 7,True
