Page,Title,Price,Sold Date,Link,Image Link,Storage,Condition,PartsOnly,Model,iPhone_14
1,Apple iPhone 14 128GB Unlocked - Excellent,$327.95,2025-10-22,https://www.ebay.com/itm/364506177072,https://i.ebayimg.com/images/g/7lIAAOSwy4dkW9k4/s-l500.webp,128 GB,Excellent,False,iPhone 14,True
1,Apple iPhone 14 Purple 128GB Good - Refurbished  - Unlocked,$302.99,2025-10-22,https://www.ebay.com/itm/127180582887,https://i.ebayimg.com/images/g/AVMAAeSw0TBo-Ysm/s-l500.webp,128 GB,Good,False,iPhone 14,True
1,Apple iPhone 14 256GB Unlocked - Excellent,$365.95,2025-10-22,https://www.ebay.com/itm/387044697741,https://i.ebayimg.com/images/g/7lIAAOSwy4dkW9k4/s-l500.webp,256 GB,Excellent,False,iPhone 14,True
1,Apple iPhone 14 - 128GB - Midnight - Unlocked - 100% BATTERY,$349.99,2025-10-22,https://www.ebay.com/itm/267403499661,https://i.ebayimg.com/images/g/MrEAAeSwbVhox2Wc/s-l500.webp,128 GB,Unknown,False,iPhone 14,True
1,"Apple iPhone 14 5G (256GB,6GB) 6.1"" OLED, 5G / 4G LTE Global Fully Unlocked",$349.99,2025-07-14,https://www.ebay.com/itm/156476959244,https://i.ebayimg.com/images/g/Y8EAAeSwj71o8UGD/s-l500.webp,256 GB,Unknown,False,iPhone 14,True
1,Apple iPhone 14 - A2649 - Unlocked - 128GB Midnight Black - Excellent,$322.99,2025-10-22,https://www.ebay.com/itm/146768397701,https://i.ebayimg.com/images/g/kWEAAOSwXXNllzR8/s-l500.webp,128 GB,Excellent,False,iPhone 14,True
1,Apple iPhone 14 A2649 (Fully Unlocked) 128GB Midnight (Excellent),$311.99,2025-10-22,https://www.ebay.com/itm/286883381371,https://i.ebayimg.com/images/g/tI0AAeSwV8Jo8r8C/s-l500.webp,128 GB,Excellent,False,iPhone 14,True
1,Apple iPhone 14 - 128gb - Blue (Unlocked) B-Stock,$319.98,2025-10-22,https://www.ebay.com/itm/156674771732,https://i.ebayimg.com/images/g/rKYAAOSwyo1neCJn/s-l500.webp,128 GB,Unknown,False,iPhone 14,True
1,Apple iPhone 14 512GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition,$396.95,2025-10-22,https://www.ebay.com/itm/304852332160,https://i.ebayimg.com/images/g/-NIAAOSwhadlQW-Y/s-l500.webp,512 GB,Very Good,False,iPhone 14,True
1,Apple iPhone 14 128GB - Fully Unlocked - VERY GOOD Condition,$317.99,2025-10-22,https://www.ebay.com/itm/226447947273,https://i.ebayimg.com/images/g/27QAAOSwlytnnrVO/s-l500.webp,128 GB,Unknown,False,iPhone 14,True
1,"Apple iPhone 14, 128GB, Network Unlocked - Excellent Condition",$320.65,2025-10-22,https://www.ebay.com/itm/355095079593,https://i.ebayimg.com/images/g/t4gAAOSwm-1lJIwm/s-l500.webp,128 GB,Excellent,False,iPhone 14,True
