Page,Title,Price,Sold Date,Link,Image Link,Storage,Condition,PartsOnly,Model,Galaxy_S22,Galaxy_S23,Galaxy_S24,Galaxy_S25,year,Month,Price_num,Galaxy_S22Plus,Galaxy_S23Plus,Galaxy_S24Plus,Galaxy_S25Plus,Galaxy_S22_Ultra,Galaxy_S23_Ultra,Galaxy_S24_Ultra,Galaxy_S25_Ultra
3,Samsung Galaxy S23 SM-S911U1 5G  128GB Lavender (Unlocked) #Y803,$229.00,2025-08-31,https://www.ebay.com/itm/116750445349,https://i.ebayimg.com/images/g/gVsAAeSwvSporNbU/s-l500.webp,128 GB,Unknown,False,Galaxy S23,,True,,,2025.0,8.0,229.0,,,,,,,,
3,Samsung Galaxy S23 SM-S911U1  256GB 5G GREEN  (Unlocked) #L211,$264.00,2025-08-31,https://www.ebay.com/itm/116752254000,https://i.ebayimg.com/images/g/r8wAAeSwTBBorm~R/s-l500.webp,256 GB,Unknown,False,Galaxy S23,,True,,,2025.0,8.0,264.0,,,,,,,,
3,Samsung Galaxy S23 Unlocked Verizon Straight Talk Mint Cricket T-Mobile Boost,$187.99,2025-08-30,https://www.ebay.com/itm/257065743883,https://i.ebayimg.com/images/g/D4wAAeSwV1BonNQd/s-l500.webp,Unknown,Unknown,False,Galaxy S23,,True,,,2025.0,8.0,187.99,,,,,,,,
3,Samsung Galaxy S23 SM-S911U1  256GB 5G LAVENDER  (Unlocked) #Y891,$269.00,2025-08-29,https://www.ebay.com/itm/127333925050,https://i.ebayimg.com/images/g/NY8AAeSwHzFornVQ/s-l500.webp,256 GB,Unknown,False,Galaxy S23,,True,,,2025.0,8.0,269.0,,,,,,,,
3,Samsung Galaxy S23 5G 128GB Phantom Black SM-S9110 Unlocked Clean ESN (GP),$249.95,2025-08-28,https://www.ebay.com/itm/197637312973,https://i.ebayimg.com/images/g/FtoAAeSwuRZoqEwL/s-l500.webp,128 GB,Unknown,False,Galaxy S23,,True,,,2025.0,8.0,249.95,,,,,,,,
3,Samsung Galaxy S23 SM-S911U1 5G  128GB Lavender (Unlocked) #Y749,$229.00,2025-08-26,https://www.ebay.com/itm/146780626693,https://i.ebayimg.com/images/g/YV0AAeSwSkJoo-4M/s-l500.webp,128 GB,Unknown,False,Galaxy S23,,True,,,2025.0,8.0,229.0,,,,,,,,
3,Samsung Galaxy S23 256GB - Green - Unlocked - Refurbished Good,$298.99,2025-08-25,https://www.ebay.com/itm/226793886814,https://i.ebayimg.com/images/g/QBwAAOSwuU5oPvjF/s-l500.webp,256 GB,Good,False,Galaxy S23,,True,,,2025.0,8.0,298.99,,,,,,,,
3,Samsung Galaxy S23 5G 128GB Black (T-Mobile & GSM Unlocked)AT&T VERY GOOD,$257.88,2025-08-24,https://www.ebay.com/itm/177331456319,https://i.ebayimg.com/images/g/NkIAAOSwraRoACo2/s-l500.webp,128 GB,Very Good,False,Galaxy S23,,True,,,2025.0,8.0,257.88,,,,,,,,
3,Samsung Galaxy S23 SM-S911U1 - 128GB  Green FACTORY Unlocked 5G #Y717,$254.00,2025-08-22,https://www.ebay.com/itm/116740479169,https://i.ebayimg.com/images/g/Qv0AAeSwMZVoo1t5/s-l500.webp,128 GB,Unknown,False,Galaxy S23,,True,,,2025.0,8.0,254.0,,,,,,,,
3,Samsung Galaxy S23 SM-S911U1 128GB 5G  Black FACTORY Unlocked #Y739,$234.00,2025-08-22,https://www.ebay.com/itm/146780539176,https://i.ebayimg.com/images/g/A50AAeSwRAtoo9km/s-l500.webp,128 GB,Unknown,False,Galaxy S23,,True,,,2025.0,8.0,234.0,,,,,,,,
3,Samsung Galaxy S23 - 128 GB - Lavender - Unlocked - Excellent Refurbished,$254.00,2025-08-21,https://www.ebay.com/itm/127096215233,https://i.ebayimg.com/images/g/61cAAOSwNI9kR7aY/s-l500.webp,128 GB,Excellent,False,Galaxy S23,,True,,,2025.0,8.0,254.0,,,,,,,,
3,Samsung Galaxy S23 128GB Phantom Black Unlocked Very Good Condition,$259.99,2025-08-17,https://www.ebay.com/itm/285200013270,https://i.ebayimg.com/images/g/BpYAAOSw1pxlAzwI/s-l500.webp,128 GB,Very Good,False,Galaxy S23,,True,,,2025.0,8.0,259.99,,,,,,,,
3,Samsung Galaxy S23 - 128 GB - Phantom Black - Fully Unlocked 5G - Good,$229.99,2025-08-16,https://www.ebay.com/itm/267349301386,https://i.ebayimg.com/images/g/SngAAeSwvQ9oi8i3/s-l500.webp,128 GB,Good,False,Galaxy S23,,True,,,2025.0,8.0,229.99,,,,,,,,
1,Samsung Galaxy S24 128GB S921U Unlocked - Very Good,$317.99,2025-10-29,https://www.ebay.com/itm/256611130330,https://i.ebayimg.com/images/g/6wYAAeSw6ENoL7qA/s-l500.webp,128 GB,Very Good,False,Galaxy S24,,,True,,2025.0,10.0,317.99,,,,,,,,
1,Samsung Galaxy S24 SM-S921U1 5G 256GB violet  (FACTORY Unlocked) #L456,$319.00,2025-10-28,https://www.ebay.com/itm/146893972054,https://i.ebayimg.com/images/g/KtoAAeSwVlNo7XQA/s-l500.webp,256 GB,Unknown,False,Galaxy S24,,,True,,2025.0,10.0,319.0,,,,,,,,
1,Samsung Galaxy S24 SM-S921U1 5G 128GB Violet Purple (Unlocked) #L308,$304.00,2025-10-28,https://www.ebay.com/itm/116849789783,https://i.ebayimg.com/images/g/WiIAAeSw79Jo2ZLy/s-l500.webp,128 GB,Unknown,False,Galaxy S24,,,True,,2025.0,10.0,304.0,,,,,,,,
1,Samsung Galaxy S24 128GB S921U Unlocked - Excellent,$335.99,2025-10-28,https://www.ebay.com/itm/256496745168,https://i.ebayimg.com/images/g/x8MAAeSwR8toMMGM/s-l500.webp,128 GB,Excellent,False,Galaxy S24,,,True,,2025.0,10.0,335.99,,,,,,,,
1,"Samsung Galaxy S24 5G 128GB 6.2"" Smartphone - EXCELLENT",$382.00,2025-10-28,https://www.ebay.com/itm/326459470881,https://i.ebayimg.com/images/g/GqIAAOSweypnfbKw/s-l500.webp,128 GB,Excellent,False,Galaxy S24,,,True,,2025.0,10.0,382.0,,,,,,,,
1,Samsung Galaxy S24 (5G) - 128GB Cobalt Violet *UNLOCKED* [SM-S921U] Very Good,$317.99,2025-10-28,https://www.ebay.com/itm/145920809500,https://i.ebayimg.com/images/g/m18AAOSwAtxmqVVO/s-l500.webp,128 GB,Very Good,False,Galaxy S24,,,True,,2025.0,10.0,317.99,,,,,,,,
1,Samsung Galaxy S24 SM-S921U 128GB Unlocked Very Good Condition,$344.31,2025-10-27,https://www.ebay.com/itm/357600788253,https://i.ebayimg.com/images/g/2bkAAeSwNT5owxUe/s-l500.webp,128 GB,Very Good,False,Galaxy S24,,,True,,2025.0,10.0,344.31,,,,,,,,
1,Samsung Galaxy S24 128GB Amber Yellow Unlocked Excellent Condition,$359.99,2025-10-26,https://www.ebay.com/itm/277309357790,https://i.ebayimg.com/images/g/1AIAAeSwPDxo-UN-/s-l500.webp,128 GB,Excellent,False,Galaxy S24,,,True,,2025.0,10.0,359.99,,,,,,,,
1,Samsung Galaxy S24 128GB S921U Unlocked - Good,$298.99,2025-10-26,https://www.ebay.com/itm/256763827585,https://i.ebayimg.com/images/g/dakAAeSwiqtoMI1w/s-l500.webp,128 GB,Good,False,Galaxy S24,,,True,,2025.0,10.0,298.99,,,,,,,,
1,Samsung Galaxy S24 256GB Sandstone Orange Unlocked Excellent Condition,$479.99,2025-10-26,https://www.ebay.com/itm/297655991506,https://i.ebayimg.com/images/g/Vi0AAeSwL8ho-UKL/s-l500.webp,256 GB,Excellent,False,Galaxy S24,,,True,,2025.0,10.0,479.99,,,,,,,,
1,Samsung Galaxy S24 SM-S921U Unlocked 128GB Onyx Black Good,$319.99,2025-10-26,https://www.ebay.com/itm/176516208429,https://i.ebayimg.com/images/g/WREAAOSw~U9mtvgY/s-l500.webp,128 GB,Good,False,Galaxy S24,,,True,,2025.0,10.0,319.99,,,,,,,,
1,Samsung Galaxy S24 S921U S921U1 128GB Smartphone Unlocked Excellent Refurbished,$393.99,2025-10-26,https://www.ebay.com/itm/205318482138,https://i.ebayimg.com/images/g/Sp4AAOSwCXBnv4gg/s-l500.webp,128 GB,Excellent,False,Galaxy S24,,,True,,2025.0,10.0,393.99,,,,,,,,
1,Samsung Galaxy S24 SM-S921U1  128GB  Gray FACTORY Unlocked 5G  #L666,$294.00,2025-10-25,https://www.ebay.com/itm/127446824675,https://i.ebayimg.com/images/g/3VoAAeSwdndo-Rnu/s-l500.webp,128 GB,Unknown,False,Galaxy S24,,,True,,2025.0,10.0,294.0,,,,,,,,
1,Samsung Galaxy S24 5G S921U Unlocked (Any Carrier) 128GB 256GB Very Good,$359.99,2025-10-25,https://www.ebay.com/itm/205117953870,https://i.ebayimg.com/images/g/C1cAAOSwMglmo~9C/s-l500.webp,128 GB,Very Good,False,Galaxy S24,,,True,,2025.0,10.0,359.99,,,,,,,,
1,Samsung Galaxy S24 (5G) - 128GB Onyx Black *UNLOCKED* [SM-S921U] Very Good,$332.99,2025-10-25,https://www.ebay.com/itm/145894304927,https://i.ebayimg.com/images/g/5uYAAOSw~-dmlqxC/s-l500.webp,128 GB,Very Good,False,Galaxy S24,,,True,,2025.0,10.0,332.99,,,,,,,,
1,Samsung Galaxy S24 SM-S921U1 5G 256GB Black (FACTORY Unlocked) #L444,$369.00,2025-10-25,https://www.ebay.com/itm/116826379179,https://i.ebayimg.com/images/g/yyMAAeSww11o7XFz/s-l500.webp,256 GB,Unknown,False,Galaxy S24,,,True,,2025.0,10.0,369.0,,,,,,,,
1,Samsung Galaxy S24 128GB Unlocked AT&T T-Mobile Verizon Very Good Condition,$316.95,2025-10-25,https://www.ebay.com/itm/306212964996,https://i.ebayimg.com/images/g/oEYAAOSwujFn7pFF/s-l500.webp,128 GB,Very Good,False,Galaxy S24,,,True,,2025.0,10.0,316.95,,,,,,,,
1,Samsung Galaxy S24 (5G) - 128GB Onyx Black *UNLOCKED* Excellent [SM-S921U],$358.99,2025-10-24,https://www.ebay.com/itm/145894284259,https://i.ebayimg.com/images/g/5uYAAOSw~-dmlqxC/s-l500.webp,128 GB,Excellent,False,Galaxy S24,,,True,,2025.0,10.0,358.99,,,,,,,,
1,Samsung Galaxy S24 128GB (Unlocked) - Onyx Black,$323.98,2025-10-24,https://www.ebay.com/itm/317458928184,https://i.ebayimg.com/images/g/SbIAAeSwHzdo--S-/s-l500.webp,128 GB,Unknown,False,Galaxy S24,,,True,,2025.0,10.0,323.98,,,,,,,,
1,UNLOCKED - Samsung Galaxy S24 5G SM-S921U 128GB - All Colors - A GRADE,$385.99,2025-10-24,https://www.ebay.com/itm/145883567706,https://i.ebayimg.com/images/g/92UAAOSwrc5mZWcd/s-l500.webp,128 GB,Unknown,False,Galaxy S24,,,True,,2025.0,10.0,385.99,,,,,,,,
1,Samsung Galaxy S24 256GB S921U Unlocked - Very Good,$396.99,2025-10-24,https://www.ebay.com/itm/256880905663,https://i.ebayimg.com/images/g/~2wAAeSwd2RoMLPL/s-l500.webp,256 GB,Very Good,False,Galaxy S24,,,True,,2025.0,10.0,396.99,,,,,,,,
1,Samsung Galaxy S24 128GB Unlocked AT&T T-Mobile Verizon Excellent Condition,$324.95,2025-10-23,https://www.ebay.com/itm/297168195806,https://i.ebayimg.com/images/g/b6MAAOSwvb1n6-kZ/s-l500.webp,128 GB,Excellent,False,Galaxy S24,,,True,,2025.0,10.0,324.95,,,,,,,,
1,Samsung Galaxy S24 SM-S921U Unlocked 128GB Onyx Black Very Good,$339.99,2025-10-23,https://www.ebay.com/itm/176516208461,https://i.ebayimg.com/images/g/aLQAAOSwDmxmtve4/s-l500.webp,128 GB,Very Good,False,Galaxy S24,,,True,,2025.0,10.0,339.99,,,,,,,,
1,Samsung Galaxy S24 (5G) - SM-S921B/DS Dual-SIM - Global GSM - 128GB Marble Gray,$309.99,2025-10-23,https://www.ebay.com/itm/146910743601,https://i.ebayimg.com/images/g/Um8AAeSw7QZo98ZT/s-l500.webp,128 GB,Unknown,False,Galaxy S24,,,True,,2025.0,10.0,309.99,,,,,,,,
1,Samsung Galaxy S24 5G S921U1 128GB Unlocked Refurbished - Free 2 Day Shipping,$345.99,2025-10-22,https://www.ebay.com/itm/326829966223,https://i.ebayimg.com/images/g/cjoAAeSwvrlo-Rnk/s-l500.webp,128 GB,Unknown,False,Galaxy S24,,,True,,2025.0,10.0,345.99,,,,,,,,
1,"Samsung Galaxy S24, 5G 128/256GB  Unlocked - Refurbished Excellent",$449.99,2025-10-22,https://www.ebay.com/itm/226908795869,https://i.ebayimg.com/images/g/XfUAAOSwSh1npRBD/s-l500.webp,256 GB,Excellent,False,Galaxy S24,,,True,,2025.0,10.0,449.99,,,,,,,,
1,Samsung Galaxy S24 SM-S921U1 5G 128GB Violet Purple (Unlocked) #L598,$274.00,2025-10-22,https://www.ebay.com/itm/116826050291,https://i.ebayimg.com/images/g/FC4AAeSwT1ho7SUm/s-l500.webp,128 GB,Unknown,False,Galaxy S24,,,True,,2025.0,10.0,274.0,,,,,,,,
1,REFURBISHED Samsung Galaxy S24  128GB 5G SM-S921U1 Onyx Black FACTORY UNLOCKED,$319.00,2025-10-22,https://www.ebay.com/itm/127353852614,https://i.ebayimg.com/images/g/Vy0AAOSwak1nprHw/s-l500.webp,128 GB,Unknown,False,Galaxy S24,,,True,,2025.0,10.0,319.0,,,,,,,,
1,"Samsung Galaxy S24 5G 128GB 6.2"" Smartphone - VERY GOOD",$298.00,2025-10-21,https://www.ebay.com/itm/326397614812,https://i.ebayimg.com/images/g/GqIAAOSweypnfbKw/s-l500.webp,128 GB,Very Good,False,Galaxy S24,,,True,,2025.0,10.0,298.0,,,,,,,,
1,Samsung Galaxy S24 SM-S921U1 5G 256GB Black (FACTORY Unlocked) #L458,$379.00,2025-10-21,https://www.ebay.com/itm/116826344892,https://i.ebayimg.com/images/g/MpMAAeSwbodo7Wiu/s-l500.webp,256 GB,Unknown,False,Galaxy S24,,,True,,2025.0,10.0,379.0,,,,,,,,
1,Samsung Galaxy S24 SM-S921U1 5G 256GB violet  (FACTORY Unlocked) #L389,$389.00,2025-10-21,https://www.ebay.com/itm/116829690075,https://i.ebayimg.com/images/g/l9wAAeSwO3Fo2X-B/s-l500.webp,256 GB,Unknown,False,Galaxy S24,,,True,,2025.0,10.0,389.0,,,,,,,,
1,Samsung Galaxy S24 SM-S921U1 5G 256GB Black (FACTORY Unlocked) #L599,$399.00,2025-10-20,https://www.ebay.com/itm/116826051088,https://i.ebayimg.com/images/g/wiIAAeSwWtpo7SVv/s-l500.webp,256 GB,Unknown,False,Galaxy S24,,,True,,2025.0,10.0,399.0,,,,,,,,
1,Samsung Galaxy S24 - Unlocked - Excellent Condition (1Year Warranty),$469.52,2025-04-22,https://www.ebay.com/itm/167466811790,https://i.ebayimg.com/images/g/1uEAAOSwXmpmKlJi/s-l500.webp,Unknown,Excellent,False,Galaxy S24,,,True,,2025.0,4.0,469.52,,,,,,,,
1,Samsung Galaxy S24 5G 128GB Factory Unlocked - Excellent,$603.99,2025-10-20,https://www.ebay.com/itm/226124919790,https://i.ebayimg.com/images/g/zxwAAOSw5ClmLnh7/s-l500.webp,128 GB,Excellent,False,Galaxy S24,,,True,,2025.0,10.0,603.99,,,,,,,,
1,"SAMSUNG Galaxy S24 5G (256GB, 8GB) 6.2"" Fully Unlocked US & Global S921U",$398.99,2025-10-19,https://www.ebay.com/itm/157398456961,https://i.ebayimg.com/images/g/S0AAAeSwCx1o9ZPC/s-l500.webp,256 GB,Unknown,False,Galaxy S24,,,True,,2025.0,10.0,398.99,,,,,,,,
1,Samsung Galaxy S24 5G Factory Unlocked SM-S921U - Very Good Condition,$654.99,2024-05-24,https://www.ebay.com/itm/156174639472,https://i.ebayimg.com/images/g/Y7kAAOSwrFVmKAKu/s-l500.webp,Unknown,Very Good,False,Galaxy S24,,,True,,2024.0,5.0,654.99,,,,,,,,
1,Samsung Galaxy S24 SM-S921U1 5G 256GB violet  (FACTORY Unlocked) #L338,$339.00,2025-10-19,https://www.ebay.com/itm/116834996860,https://i.ebayimg.com/images/g/6ToAAeSw2h5o2Yh1/s-l500.webp,256 GB,Unknown,False,Galaxy S24,,,True,,2025.0,10.0,339.0,,,,,,,,
1,Samsung Galaxy S24  256GB 5G SM-S921U1 Onyx Black FACTORY UNLOCKED,$449.00,2025-10-19,https://www.ebay.com/itm/126969554126,https://i.ebayimg.com/images/g/Vy0AAOSwak1nprHw/s-l500.webp,256 GB,Unknown,False,Galaxy S24,,,True,,2025.0,10.0,449.0,,,,,,,,
1,Samsung Galaxy S24 SM-S921U1 5G 256GB Black (FACTORY Unlocked) #L202,$324.00,2025-10-18,https://www.ebay.com/itm/116786715583,https://i.ebayimg.com/images/g/4OIAAeSwgnxozNI6/s-l500.webp,256 GB,Unknown,False,Galaxy S24,,,True,,2025.0,10.0,324.0,,,,,,,,
1,Samsung Galaxy S24 256GB Ultra S928U 5G Factory Unlocked - Very Good,$629.99,2025-10-18,https://www.ebay.com/itm/276605073710,https://i.ebayimg.com/images/g/umcAAOSwIhVmxjYI/s-l500.webp,256 GB,Very Good,False,Galaxy S24,,,True,,2025.0,10.0,629.99,,,,,,,,
1,Samsung Galaxy S24  256GB SM-S921U1  YELLOW  5G FACTORY UNLOCKED #L343,$334.00,2025-10-16,https://www.ebay.com/itm/146860338133,https://i.ebayimg.com/images/g/zUYAAeSwRFRo2Yuv/s-l500.webp,256 GB,Unknown,False,Galaxy S24,,,True,,2025.0,10.0,334.0,,,,,,,,
1,Samsung Galaxy S24 256GB Unlocked AT&T T-Mobile Verizon Excellent Condition,$443.95,2025-10-16,https://www.ebay.com/itm/297168196242,https://i.ebayimg.com/images/g/-WsAAOSwbiln7a34/s-l500.webp,256 GB,Excellent,False,Galaxy S24,,,True,,2025.0,10.0,443.95,,,,,,,,
1,Samsung Galaxy S24 SM-S921U 256GB Unlocked Very Good Condition,$427.51,2025-10-16,https://www.ebay.com/itm/357295233521,https://i.ebayimg.com/images/g/ETMAAeSwuKpowxp5/s-l500.webp,256 GB,Very Good,False,Galaxy S24,,,True,,2025.0,10.0,427.51,,,,,,,,
1,Samsung Galaxy S24 5G SM-S921U1 FACTORY UNLOCKED 🔓 128GB (ONYX BLACK) WARRANTY,$349.00,2025-10-15,https://www.ebay.com/itm/177014760410,https://i.ebayimg.com/images/g/-XQAAOSwlexm0L0e/s-l500.webp,128 GB,Unknown,False,Galaxy S24,,,True,,2025.0,10.0,349.0,,,,,,,,
1,Samsung Galaxy S24 S921U S921U1 128GB Smartphone Unlocked Very Good Refurbished,$337.99,2025-10-15,https://www.ebay.com/itm/356661028043,https://i.ebayimg.com/images/g/Sp4AAOSwCXBnv4gg/s-l500.webp,128 GB,Very Good,False,Galaxy S24,,,True,,2025.0,10.0,337.99,,,,,,,,
1,Samsung Galaxy S24  128GB SM-S921U1  Black 5G FACTORY UNLOCKED #L300,$264.00,2025-10-14,https://www.ebay.com/itm/146860645563,https://i.ebayimg.com/images/g/JjUAAeSw0qho2bSq/s-l500.webp,128 GB,Unknown,False,Galaxy S24,,,True,,2025.0,10.0,264.0,,,,,,,,
2,Samsung Galaxy S24 Qualcomm Snapdragon 8 Gen 3 SM8650-AB (4 nm),$349.95,2025-10-14,https://www.ebay.com/itm/305975123581,https://i.ebayimg.com/images/g/eVAAAOSw7GFnfBy2/s-l500.webp,Unknown,Unknown,False,Galaxy S24,,,True,,2025.0,10.0,349.95,,,,,,,,
2,Samsung Galaxy S24 256GB 5G SM-S921U1 Cobalt Violet FACTORY UNLOCKED,$469.00,2025-10-13,https://www.ebay.com/itm/146566342433,https://i.ebayimg.com/images/g/IMcAAOSw0htoGsJJ/s-l500.webp,256 GB,Unknown,False,Galaxy S24,,,True,,2025.0,10.0,469.0,,,,,,,,
2,Samsung Galaxy S24  128GB SM-S921U1  YELLOW  5G FACTORY UNLOCKED #L194,$314.00,2025-10-12,https://www.ebay.com/itm/127420576398,https://i.ebayimg.com/images/g/uaoAAeSw7VhozNAj/s-l500.webp,128 GB,Unknown,False,Galaxy S24,,,True,,2025.0,10.0,314.0,,,,,,,,
2,Samsung Galaxy S24  128GB 5G SM-S921U1 Onyx Black FACTORY UNLOCKED,$349.00,2025-10-12,https://www.ebay.com/itm/146375279966,https://i.ebayimg.com/images/g/Vy0AAOSwak1nprHw/s-l500.webp,128 GB,Unknown,False,Galaxy S24,,,True,,2025.0,10.0,349.0,,,,,,,,
2,Samsung Galaxy S24  128GB SM-S921U1  YELLOW  5G FACTORY UNLOCKED #L301,$274.00,2025-10-10,https://www.ebay.com/itm/127400631345,https://i.ebayimg.com/images/g/z3MAAeSw9zdo2bTf/s-l500.webp,128 GB,Unknown,False,Galaxy S24,,,True,,2025.0,10.0,274.0,,,,,,,,
2,Samsung Galaxy S24  256 GB SM-S921U1 Cobalt Violet (Unlocked),$469.00,2025-10-10,https://www.ebay.com/itm/127100195008,https://i.ebayimg.com/images/g/3mIAAOSwMn1oHNgo/s-l500.webp,256 GB,Unknown,False,Galaxy S24,,,True,,2025.0,10.0,469.0,,,,,,,,
2,Samsung Galaxy S24 256GB Unlocked AT&T T-Mobile Verizon Very Good Condition,$391.95,2025-10-10,https://www.ebay.com/itm/306212965051,https://i.ebayimg.com/images/g/bn8AAOSwUUxn7a2r/s-l500.webp,256 GB,Very Good,False,Galaxy S24,,,True,,2025.0,10.0,391.95,,,,,,,,
2,Samsung Galaxy S24 256GB S921U Unlocked - Excellent,$419.99,2025-10-09,https://www.ebay.com/itm/256684537493,https://i.ebayimg.com/images/g/R04AAeSw0c5oMLN3/s-l500.webp,256 GB,Excellent,False,Galaxy S24,,,True,,2025.0,10.0,419.99,,,,,,,,
2,"SAMSUNG Galaxy S24 5G (128GB, 8GB) 6.2"" Factory Unlocked US & Global S921B/DS",$379.99,2025-08-22,https://www.ebay.com/itm/146702565528,https://i.ebayimg.com/images/g/9IAAAeSwGgBo2qYY/s-l500.webp,128 GB,Unknown,False,Galaxy S24,,,True,,2025.0,8.0,379.99,,,,,,,,
2,Samsung Galaxy S24  128GB SM-S921U1  Black 5G FACTORY UNLOCKED #L339,$324.00,2025-10-08,https://www.ebay.com/itm/146860305754,https://i.ebayimg.com/images/g/EX8AAeSw79Jo2YVH/s-l500.webp,128 GB,Unknown,False,Galaxy S24,,,True,,2025.0,10.0,324.0,,,,,,,,
2,Samsung Galaxy S24 SM-S921U1  128GB  Gray FACTORY Unlocked 5G  #L424,$319.00,2025-10-07,https://www.ebay.com/itm/146860175658,https://i.ebayimg.com/images/g/fr0AAeSwtEVo2XKs/s-l500.webp,128 GB,Unknown,False,Galaxy S24,,,True,,2025.0,10.0,319.0,,,,,,,,
2,Samsung Galaxy S24  128GB SM-S921U1  Black 5G FACTORY UNLOCKED #L296,$334.00,2025-10-06,https://www.ebay.com/itm/146860638459,https://i.ebayimg.com/images/g/yxAAAeSwzeJo2bOd/s-l500.webp,128 GB,Unknown,False,Galaxy S24,,,True,,2025.0,10.0,334.0,,,,,,,,
2,Samsung Galaxy S24 SM-S921U1  128GB  Gray FACTORY Unlocked 5G  #L342,$324.00,2025-10-04,https://www.ebay.com/itm/116801209181,https://i.ebayimg.com/images/g/ErYAAeSwCl9o2Ytl/s-l500.webp,128 GB,Unknown,False,Galaxy S24,,,True,,2025.0,10.0,324.0,,,,,,,,
2,"SAMSUNG Galaxy S24 5G (128GB, 8GB) 6.2"" Fully Unlocked US & Global S921U",$329.99,2025-10-03,https://www.ebay.com/itm/136530684912,https://i.ebayimg.com/images/g/7aEAAeSwkNFo38Lj/s-l500.webp,128 GB,Unknown,False,Galaxy S24,,,True,,2025.0,10.0,329.99,,,,,,,,
2,Samsung Galaxy S24 SM-S921U1 5G 256GB violet  (FACTORY Unlocked) #L344,$399.00,2025-10-02,https://www.ebay.com/itm/127404298321,https://i.ebayimg.com/images/g/CdkAAeSwGrFo2Yvb/s-l500.webp,256 GB,Unknown,False,Galaxy S24,,,True,,2025.0,10.0,399.0,,,,,,,,
2,Samsung Galaxy S24 - 128GB - Onyx Black (Unlocked) SM-S921U1 Good,$424.95,2025-03-06,https://www.ebay.com/itm/405595941972,https://i.ebayimg.com/images/g/dzAAAOSwiJdnwwSw/s-l500.webp,128 GB,Good,False,Galaxy S24,,,True,,2025.0,3.0,424.95,,,,,,,,
2,Samsung Galaxy S24 SM-S921B/DS DUAL SIM 5G 256GB Gray (Unlocked) #L261,$459.00,2025-10-01,https://www.ebay.com/itm/127403130024,https://i.ebayimg.com/images/g/N4UAAeSwQc5ozMII/s-l500.webp,256 GB,Unknown,False,Galaxy S24,,,True,,2025.0,10.0,459.0,,,,,,,,
2,Samsung Galaxy S24  128GB SM-S921U1  Black 5G FACTORY UNLOCKED #L341,$299.00,2025-10-01,https://www.ebay.com/itm/116801206415,https://i.ebayimg.com/images/g/Lk0AAeSwwc1o2YqW/s-l500.webp,128 GB,Unknown,False,Galaxy S24,,,True,,2025.0,10.0,299.0,,,,,,,,
2,Samsung Galaxy S24 SM-S921U1 5G 256GB Gray (FACTORY Unlocked) #Y882,$394.00,2025-09-30,https://www.ebay.com/itm/146841423879,https://i.ebayimg.com/images/g/dMoAAeSw0E1ozNSi/s-l500.webp,256 GB,Unknown,False,Galaxy S24,,,True,,2025.0,9.0,394.0,,,,,,,,
2,Samsung Galaxy S24 SM-S921U1 5G 256GB Black (FACTORY Unlocked) #L297,$404.00,2025-09-30,https://www.ebay.com/itm/116801399704,https://i.ebayimg.com/images/g/iScAAeSwXXho2bPQ/s-l500.webp,256 GB,Unknown,False,Galaxy S24,,,True,,2025.0,9.0,404.0,,,,,,,,
2,Very Good Samsung Galaxy S24 - 128 GB -  Verizon Unlocked 1 Yr Wty 🔋 Batt: 99%,$414.97,2025-02-16,https://www.ebay.com/itm/267140709948,https://i.ebayimg.com/images/g/WMMAAOSwNk9nnAKh/s-l500.webp,128 GB,Very Good,False,Galaxy S24,,,True,,2025.0,2.0,414.97,,,,,,,,
2,Samsung Galaxy S24 128GB FACTORY Unlocked Verizon ATT TMobile Metro EXCELLENT,$349.48,2025-09-29,https://www.ebay.com/itm/116559489209,https://i.ebayimg.com/images/g/mF8AAOSw7gVn~ACO/s-l500.webp,128 GB,Excellent,False,Galaxy S24,,,True,,2025.0,9.0,349.48,,,,,,,,
2,Samsung Galaxy S24 (5G) - 128GB Marble Gray *UNLOCKED* Excellent [SM-S921U],$363.99,2025-09-25,https://www.ebay.com/itm/145894282937,https://i.ebayimg.com/images/g/os8AAOSwyDZmlquu/s-l500.webp,128 GB,Excellent,False,Galaxy S24,,,True,,2025.0,9.0,363.99,,,,,,,,
2,Samsung Galaxy S24 - 128GB - Onyx Black (Carrier Unlocked) (Dual SIM) B-Stock,$319.98,2025-09-25,https://www.ebay.com/itm/156283321294,https://i.ebayimg.com/images/g/bTwAAOSwgSBmPpR2/s-l500.webp,128 GB,Unknown,False,Galaxy S24,,,True,,2025.0,9.0,319.98,,,,,,,,
2,Samsung Galaxy S24 256GB - Amber Yellow Unlocked AT&T T-Mobile Verizon Sprint,$449.00,2025-09-23,https://www.ebay.com/itm/326750639626,https://i.ebayimg.com/images/g/4H8AAeSwR-hosfOu/s-l500.webp,256 GB,Unknown,False,Galaxy S24,,,True,,2025.0,9.0,449.0,,,,,,,,
2,Samsung Galaxy S24 SM-S921U Unlocked 128GB Cobalt Violet Very Good,$369.99,2025-09-22,https://www.ebay.com/itm/196534793438,https://i.ebayimg.com/images/g/ToYAAOSwbdJmqxER/s-l500.webp,128 GB,Very Good,False,Galaxy S24,,,True,,2025.0,9.0,369.99,,,,,,,,
