Page,Title,Price,Sold Date,Link,Image Link,Storage,Condition,PartsOnly,Model,Pixel_6,Pixel_7,Pixel_8,Pixel_9,Pixel_10,Galaxy_S22,Galaxy_S23,Galaxy_S24,Galaxy_S25,year,Month,Price_num,Galaxy_S22_Ultra,Galaxy_S23_Ultra,Galaxy_S24_Ultra,Galaxy_S25_Ultra,iPhone_12_Pro_Max,iPhone_13_Pro_Max,iPhone_14_Pro_Max,iPhone_15_Pro_Max,iPhone_16_Pro_Max,iPhone_17_Pro_Max,iPhone_12,iPhone_13,iPhone_14,iPhone_15,iPhone_16,iPhone_12_Pro,iPhone_13_Pro,iPhone_14_Pro,iPhone_15_Pro,iPhone_16_Pro,iPhone_17_Pro,Galaxy_S22Plus,Galaxy_S23Plus,Galaxy_S24Plus,Galaxy_S25Plus,Pixel_6_Pro,Pixel_7_Pro,Pixel_8_Pro,Pixel_9_Pro,Pixel_9_Pro_XL,Pixel_10_Pro,Pixel_10_Pro_XL
1,Samsung Galaxy S24 Ultra 5G 256GB SM-S928U1 YELLOW Unlocked #L476,$589.00,2025-10-14,https://www.ebay.com/itm/127429937647,https://i.ebayimg.com/images/g/G5kAAeSwNxho7Ws7/s-l500.webp,256 GB,Unknown,False,Galaxy S24 Ultra,,,,,,,,,,2025,October,589.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra Qualcomm SM8650-AC Snapdragon 8 Gen 3 (4 nm),$649.95,2025-10-14,https://www.ebay.com/itm/305973639788,https://i.ebayimg.com/images/g/XxQAAOSwjBVnfB8l/s-l500.webp,Unknown,Unknown,False,Galaxy S24 Ultra,,,,,,,,,,2025,October,649.95,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra 512GB SM-S928U1 Gray FACTORY Unlocked #L508,$599.00,2025-10-13,https://www.ebay.com/itm/127429837231,https://i.ebayimg.com/images/g/2iEAAeSwCPpo7U-X/s-l500.webp,512 GB,Unknown,False,Galaxy S24 Ultra,,,,,,,,,,2025,October,599.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra - 1 TB SM-S928U1  Black (Unlocked) #L491,$729.00,2025-10-13,https://www.ebay.com/itm/116826262184,https://i.ebayimg.com/images/g/p90AAeSwO~No7VQn/s-l500.webp,Unknown,Unknown,False,Galaxy S24 Ultra,,,,,,,,,,2025,October,729.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra 5G  512GB SM-S928U1 VIOLET  (Unlocked) #L487,$619.00,2025-10-13,https://www.ebay.com/itm/127429859862,https://i.ebayimg.com/images/g/bckAAeSwnqBo7VW1/s-l500.webp,512 GB,Unknown,False,Galaxy S24 Ultra,,,,,,,,,,2025,October,619.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra 5G  512GB SM-S928U1 VIOLET  (Unlocked) #L475,$619.00,2025-10-13,https://www.ebay.com/itm/116826363623,https://i.ebayimg.com/images/g/zxcAAeSwCSlo7WwS/s-l500.webp,512 GB,Unknown,False,Galaxy S24 Ultra,,,,,,,,,,2025,October,619.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra - 256GB - Titanium Violet (Carrier Unlocked) (Dual SIM),$649.98,2025-10-13,https://www.ebay.com/itm/156794860176,https://i.ebayimg.com/images/g/qsgAAOSwDTlmRmfR/s-l500.webp,256 GB,Unknown,False,Galaxy S24 Ultra,,,,,,,,,,2025,October,649.98,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra - 1 TB SM-S928U1  Black (Unlocked) #L493,$759.00,2025-10-13,https://www.ebay.com/itm/116826267557,https://i.ebayimg.com/images/g/0pgAAeSwx7do7Vbw/s-l500.webp,Unknown,Unknown,False,Galaxy S24 Ultra,,,,,,,,,,2025,October,759.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra 5G 256GB SM-S928U1 GRAY Unlocked #L496,$559.00,2025-10-13,https://www.ebay.com/itm/127429861538,https://i.ebayimg.com/images/g/KB4AAeSwPpto7VZw/s-l500.webp,256 GB,Unknown,False,Galaxy S24 Ultra,,,,,,,,,,2025,October,559.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra 512GB SM-S928U1 Gray FACTORY Unlocked #L513,$589.00,2025-10-13,https://www.ebay.com/itm/146893795178,https://i.ebayimg.com/images/g/VJ0AAeSwln9o7VFi/s-l500.webp,512 GB,Unknown,False,Galaxy S24 Ultra,,,,,,,,,,2025,October,589.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra - 256GB (Unlocked) SM-S928B - Black - Excellent,$649.00,2025-10-13,https://www.ebay.com/itm/317406007813,https://i.ebayimg.com/images/g/jjAAAeSwR3Jo3DNV/s-l500.webp,256 GB,Excellent,False,Galaxy S24 Ultra,,,,,,,,,,2025,October,649.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra SM-S928U - 256GB Titanium Yellow (Unlocked) - Very Good,$609.99,2025-10-13,https://www.ebay.com/itm/306471982777,https://i.ebayimg.com/images/g/kOoAAeSwMR1ooE~3/s-l500.webp,256 GB,Very Good,False,Galaxy S24 Ultra,,,,,,,,,,2025,October,609.99,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra 256GB SM-S928U Factory Unlocked – Very Good + Warranty,$625.95,2025-10-12,https://www.ebay.com/itm/356365909725,https://i.ebayimg.com/images/g/caIAAOSw9IxnWdas/s-l500.webp,256 GB,Very Good,False,Galaxy S24 Ultra,,,,,,,,,,2025,October,625.95,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra 5G 512GB SM-S928U1 BLUE Unlocked #L373,$639.00,2025-10-12,https://www.ebay.com/itm/146860596998,https://i.ebayimg.com/images/g/v7cAAeSwzhZo2a6V/s-l500.webp,512 GB,Unknown,False,Galaxy S24 Ultra,,,,,,,,,,2025,October,639.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra 5G 256GB SM-S928U1 YELLOW Unlocked #Y1008,$574.00,2025-10-12,https://www.ebay.com/itm/146882722561,https://i.ebayimg.com/images/g/lSIAAeSwrlBoudY-/s-l500.webp,256 GB,Unknown,False,Galaxy S24 Ultra,,,,,,,,,,2025,October,574.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra 5G - 512GB - Black - Network Unlocked - Good,$599.99,2025-10-12,https://www.ebay.com/itm/197757662806,https://i.ebayimg.com/images/g/NqwAAeSweIJo5pGb/s-l500.webp,512 GB,Good,False,Galaxy S24 Ultra,,,,,,,,,,2025,October,599.99,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra - 256GB SM-S928U1 Black UNLOCKED  #L248,$519.00,2025-10-11,https://www.ebay.com/itm/116821378222,https://i.ebayimg.com/images/g/e5IAAeSwxtFozM-Q/s-l500.webp,256 GB,Unknown,False,Galaxy S24 Ultra,,,,,,,,,,2025,October,519.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra 1TB - Factory Unlocked - Titanium Black Excellent,$949.99,2025-10-11,https://www.ebay.com/itm/226977745889,https://i.ebayimg.com/images/g/3QIAAOSwu8xngZvS/s-l500.webp,Unknown,Excellent,False,Galaxy S24 Ultra,,,,,,,,,,2025,October,949.99,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra SM-S928U - 512GB Titanium Violet (Unlocked) - Very Good,$609.99,2025-10-11,https://www.ebay.com/itm/306542535936,https://i.ebayimg.com/images/g/KkAAAOSwtKdmtfJ~/s-l500.webp,512 GB,Very Good,False,Galaxy S24 Ultra,,,,,,,,,,2025,October,609.99,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra SM-S928U - 256GB  Titanium Black (Unlocked) - Very Good,$619.99,2025-10-11,https://www.ebay.com/itm/306515155771,https://i.ebayimg.com/images/g/Pk4AAOSwgGFm~Qd0/s-l500.webp,256 GB,Very Good,False,Galaxy S24 Ultra,,,,,,,,,,2025,October,619.99,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra 1TB Unlocked AT&T T-Mobile Verizon Very Good Condition,$793.95,2025-10-11,https://www.ebay.com/itm/297222310213,https://i.ebayimg.com/images/g/5gQAAOSw48ln~77k/s-l500.webp,Unknown,Very Good,False,Galaxy S24 Ultra,,,,,,,,,,2025,October,793.95,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra 5G 512GB SM-S928U1 GREEN Factory Unlocked #L374,$644.00,2025-10-10,https://www.ebay.com/itm/116801379782,https://i.ebayimg.com/images/g/y~AAAeSwsWpo2a7X/s-l500.webp,512 GB,Unknown,False,Galaxy S24 Ultra,,,,,,,,,,2025,October,644.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra SM-S928U - 512GB Titanium Violet (Unlocked) - Very Good,$619.99,2025-08-18,https://www.ebay.com/itm/306326548260,https://i.ebayimg.com/images/g/KkAAAOSwtKdmtfJ~/s-l500.webp,512 GB,Very Good,False,Galaxy S24 Ultra,,,,,,,,,,2025,August,619.99,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra 5G 256GB SM-S928U1 GRAY Unlocked #L029,$534.00,2025-10-09,https://www.ebay.com/itm/116776087294,https://i.ebayimg.com/images/g/a5YAAeSwiEZow1bH/s-l500.webp,256 GB,Unknown,False,Galaxy S24 Ultra,,,,,,,,,,2025,October,534.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra - Unlocked - Titanium Black - 256GB - Good,$565.00,2025-10-10,https://www.ebay.com/itm/276964650254,https://i.ebayimg.com/images/g/2XcAAOSwwIVmIAG8/s-l500.webp,256 GB,Good,False,Galaxy S24 Ultra,,,,,,,,,,2025,October,565.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra 512GB Titanium Green Unlocked Very Good Condition,$679.99,2025-10-09,https://www.ebay.com/itm/286827283544,https://i.ebayimg.com/images/g/k4oAAeSwZ5lo4CT2/s-l500.webp,512 GB,Very Good,False,Galaxy S24 Ultra,,,,,,,,,,2025,October,679.99,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra 256GB S928U Unlocked - Good,$541.99,2025-10-08,https://www.ebay.com/itm/256628617125,https://i.ebayimg.com/images/g/GjMAAeSwRv9oL3Ee/s-l500.webp,256 GB,Good,False,Galaxy S24 Ultra,,,,,,,,,,2025,October,541.99,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra SM-S928U 1TB 12GB Unlocked Black - Excellent Condition,$884.95,2025-10-08,https://www.ebay.com/itm/177347156024,https://i.ebayimg.com/images/g/95cAAeSw-dtocPzt/s-l500.webp,12 GB,Excellent,False,Galaxy S24 Ultra,,,,,,,,,,2025,October,884.95,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra 1TB Titanium Blue Unlocked Excellent Condition,$859.99,2025-10-08,https://www.ebay.com/itm/286068888411,https://i.ebayimg.com/images/g/3LwAAOSwvOFm7Iib/s-l500.webp,Unknown,Excellent,False,Galaxy S24 Ultra,,,,,,,,,,2025,October,859.99,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra 5G  512GB SM-S928U1 VIOLET  (Unlocked) #L377,$604.00,2025-10-08,https://www.ebay.com/itm/146860604583,https://i.ebayimg.com/images/g/vO8AAeSwDt5o2a9e/s-l500.webp,512 GB,Unknown,False,Galaxy S24 Ultra,,,,,,,,,,2025,October,604.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra 512GB SM-S928U1 Gray FACTORY Unlocked #Y979,$599.00,2025-10-08,https://www.ebay.com/itm/116763998923,https://i.ebayimg.com/images/g/lKcAAeSweFJouP~h/s-l500.webp,512 GB,Unknown,False,Galaxy S24 Ultra,,,,,,,,,,2025,October,599.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Samsung Galaxy S24 Ultra 5G (512GB, 12GB) 6.8"" Fully Unlocked US Model S928U",$709.99,2025-08-31,https://www.ebay.com/itm/146509050459,https://i.ebayimg.com/images/g/JNIAAeSwEcln-CLC/s-l500.webp,512 GB,Unknown,False,Galaxy S24 Ultra,,,,,,,,,,2025,August,709.99,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra 5G 512GB SM-S928U1 YELLOW  (Unlocked) #Y894,$564.00,2025-10-07,https://www.ebay.com/itm/127417583825,https://i.ebayimg.com/images/g/5eYAAeSw-SVornaN/s-l500.webp,512 GB,Unknown,False,Galaxy S24 Ultra,,,,,,,,,,2025,October,564.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra 5G 512GB SM-S928U1 GREEN Factory Unlocked #Y977,$599.00,2025-10-07,https://www.ebay.com/itm/146811646645,https://i.ebayimg.com/images/g/MQEAAeSwGgxouP9n/s-l500.webp,512 GB,Unknown,False,Galaxy S24 Ultra,,,,,,,,,,2025,October,599.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra - Unlocked - Titanium Green - 512GB - Good,$619.00,2025-10-07,https://www.ebay.com/itm/286724606768,https://i.ebayimg.com/images/g/168AAOSwWkRnaerw/s-l500.webp,512 GB,Good,False,Galaxy S24 Ultra,,,,,,,,,,2025,October,619.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra 256GB Unlocked AT&T T-Mobile Verizon Good Condition,$578.95,2025-10-07,https://www.ebay.com/itm/297197433697,https://i.ebayimg.com/images/g/zRsAAOSw4gBn9r2q/s-l500.webp,256 GB,Good,False,Galaxy S24 Ultra,,,,,,,,,,2025,October,578.95,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,SAMSUNG Galaxy S24 Ultra 5G US Version  1TB  - Unlocked - Excellent,$752.99,2025-10-07,https://www.ebay.com/itm/157328122981,https://i.ebayimg.com/images/g/JSwAAeSwXhxoystD/s-l500.webp,Unknown,Excellent,False,Galaxy S24 Ultra,,,,,,,,,,2025,October,752.99,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra (Unlocked) *Choose Color & Storage - Excellent,$759.99,2025-10-07,https://www.ebay.com/itm/336102614433,https://i.ebayimg.com/images/g/5aQAAeSwU9lojR5J/s-l500.webp,Unknown,Excellent,False,Galaxy S24 Ultra,,,,,,,,,,2025,October,759.99,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Unlocked Samsung Galaxy S24 Ultra 5G - 512GB - Titanium Gray - SM-S928UZTFXAA,$909.99,2024-10-08,https://www.ebay.com/itm/205031631714,https://i.ebayimg.com/images/g/tgkAAOSwPflnBAvB/s-l500.webp,512 GB,Unknown,False,Galaxy S24 Ultra,,,,,,,,,,2024,October,909.99,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra 5G 256GB SM-S928U1 GRAY Unlocked #L369,$589.00,2025-10-06,https://www.ebay.com/itm/127400565433,https://i.ebayimg.com/images/g/PhQAAeSwPJ5o2aJL/s-l500.webp,256 GB,Unknown,False,Galaxy S24 Ultra,,,,,,,,,,2025,October,589.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra 5G 512GB SM-S928U1 Black (Unlocked) #L068,$574.00,2025-10-06,https://www.ebay.com/itm/146826967082,https://i.ebayimg.com/images/g/dJ0AAeSwOu5ow2V8/s-l500.webp,512 GB,Unknown,False,Galaxy S24 Ultra,,,,,,,,,,2025,October,574.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra 5G 512GB SM-S928U1 YELLOW  (Unlocked) #Y894,$564.00,2025-10-06,https://www.ebay.com/itm/146856328983,https://i.ebayimg.com/images/g/5eYAAeSw-SVornaN/s-l500.webp,512 GB,Unknown,False,Galaxy S24 Ultra,,,,,,,,,,2025,October,564.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra Sm-s928u Fully Unlocked 256GB - Very Good,$625.00,2025-10-06,https://www.ebay.com/itm/167639740904,https://i.ebayimg.com/images/g/SQoAAeSw6A9o7PIg/s-l500.webp,256 GB,Very Good,False,Galaxy S24 Ultra,,,,,,,,,,2025,October,625.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra 5G S928U1 256GB Factory Unlocked - Excellent,$989.99,2025-10-06,https://www.ebay.com/itm/226124887154,https://i.ebayimg.com/images/g/9JgAAOSwOJtmLm0J/s-l500.webp,256 GB,Excellent,False,Galaxy S24 Ultra,,,,,,,,,,2025,October,989.99,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra 5G  512GB SM-S928U1 VIOLET  (Unlocked) #L378,$614.00,2025-10-05,https://www.ebay.com/itm/146860479154,https://i.ebayimg.com/images/g/KLIAAeSwZS9o2aGo/s-l500.webp,512 GB,Unknown,False,Galaxy S24 Ultra,,,,,,,,,,2025,October,614.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra SM-S928U - 256GB Titanium Violet (Unlocked) - Very Good,$629.99,2025-10-05,https://www.ebay.com/itm/306426694126,https://i.ebayimg.com/images/g/KkAAAOSwtKdmtfJ~/s-l500.webp,256 GB,Very Good,False,Galaxy S24 Ultra,,,,,,,,,,2025,October,629.99,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra 256GB [SM-S928U] Titanium Violet (Unlocked) Excellent,$662.99,2025-07-04,https://www.ebay.com/itm/116241973434,https://i.ebayimg.com/images/g/yJ4AAOSwx9BmiKj1/s-l500.webp,256 GB,Excellent,False,Galaxy S24 Ultra,,,,,,,,,,2025,July,662.99,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra 256GB Titanium Violet Unlocked Excellent Condition,$699.99,2025-10-05,https://www.ebay.com/itm/285829935284,https://i.ebayimg.com/images/g/plkAAOSw-s5mKnKW/s-l500.webp,256 GB,Excellent,False,Galaxy S24 Ultra,,,,,,,,,,2025,October,699.99,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Samsung Galaxy S24 ULTRA 5G 256GB 6.8"" Smartphone - EXCELLENT",$618.00,2025-10-05,https://www.ebay.com/itm/236292801336,https://i.ebayimg.com/images/g/J2wAAOSwbU9nV3Vp/s-l500.webp,256 GB,Excellent,False,Galaxy S24 Ultra,,,,,,,,,,2025,October,618.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra 1TB S928U Unlocked - Good,$699.99,2025-10-04,https://www.ebay.com/itm/256678728634,https://i.ebayimg.com/images/g/cD4AAeSwg4JoL3Rm/s-l500.webp,Unknown,Good,False,Galaxy S24 Ultra,,,,,,,,,,2025,October,699.99,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra 5G S928U1 1TB (Factory Unlocked) - Excellent,"$1,192.99",2025-01-03,https://www.ebay.com/itm/326151400249,https://i.ebayimg.com/images/g/9JgAAOSwOJtmLm0J/s-l500.webp,Unknown,Excellent,False,Galaxy S24 Ultra,,,,,,,,,,2025,January,1192.99,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra 5G  256GB Yellow *UNLOCKED* Excellent Refurb [SM-S928U],$666.99,2025-10-03,https://www.ebay.com/itm/146495664448,https://i.ebayimg.com/images/g/VE0AAOSwMqFm4dlO/s-l500.webp,256 GB,Excellent,False,Galaxy S24 Ultra,,,,,,,,,,2025,October,666.99,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra 5G 512GB SM-S928U1 BLUE Unlocked #L371,$619.00,2025-10-02,https://www.ebay.com/itm/116801322425,https://i.ebayimg.com/images/g/ekcAAeSwivlo2aKE/s-l500.webp,512 GB,Unknown,False,Galaxy S24 Ultra,,,,,,,,,,2025,October,619.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra SM-S928N Unlocked 256GB Titanium Black Very Good,$629.99,2025-10-02,https://www.ebay.com/itm/197738296732,https://i.ebayimg.com/images/g/AGAAAeSwzwxo3Euk/s-l500.webp,256 GB,Very Good,False,Galaxy S24 Ultra,,,,,,,,,,2025,October,629.99,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra 512GB Titanium Yellow Unlocked Good Condition,$629.99,2025-10-01,https://www.ebay.com/itm/297369807761,https://i.ebayimg.com/images/g/KREAAeSwezVoycRr/s-l500.webp,512 GB,Good,False,Galaxy S24 Ultra,,,,,,,,,,2025,October,629.99,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra 512GB Titanium Blue Unlocked Excellent Condition,$709.99,2025-10-01,https://www.ebay.com/itm/296369830656,https://i.ebayimg.com/images/g/QmUAAOSwwmhmHonF/s-l500.webp,512 GB,Excellent,False,Galaxy S24 Ultra,,,,,,,,,,2025,October,709.99,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra 5G 256GB SM-S928U1 GRAY Unlocked #L370,$599.00,2025-09-30,https://www.ebay.com/itm/116801277368,https://i.ebayimg.com/images/g/DZAAAeSwQyto2Zfw/s-l500.webp,256 GB,Unknown,False,Galaxy S24 Ultra,,,,,,,,,,2025,September,599.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra 5G 256GB SM-S928U1 GRAY Unlocked #Y991,$524.00,2025-09-30,https://www.ebay.com/itm/146812764091,https://i.ebayimg.com/images/g/b5cAAeSwzrpouc3M/s-l500.webp,256 GB,Unknown,False,Galaxy S24 Ultra,,,,,,,,,,2025,September,524.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra 512GB SM-S928U1 Gray FACTORY Unlocked #L425,$614.00,2025-09-30,https://www.ebay.com/itm/116801110533,https://i.ebayimg.com/images/g/ioMAAeSwDBFo2XUM/s-l500.webp,512 GB,Unknown,False,Galaxy S24 Ultra,,,,,,,,,,2025,September,614.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Samsung Galaxy S24 Ultra 5G (256GB, 12GB) 6.8"" Fully Unlocked US Model S928U",$685.99,2025-01-29,https://www.ebay.com/itm/135479078246,https://i.ebayimg.com/images/g/EC0AAeSwBqZnm~co/s-l500.webp,256 GB,Unknown,False,Galaxy S24 Ultra,,,,,,,,,,2025,January,685.99,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra 512GB SM-S928U1 Gray FACTORY Unlocked #L426,$614.00,2025-09-30,https://www.ebay.com/itm/127400315274,https://i.ebayimg.com/images/g/Z7EAAeSwf8do2WrK/s-l500.webp,512 GB,Unknown,False,Galaxy S24 Ultra,,,,,,,,,,2025,September,614.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra - 256GB SM-S928U1 Black UNLOCKED  #L118,$524.00,2025-09-30,https://www.ebay.com/itm/146827037180,https://i.ebayimg.com/images/g/glQAAeSwQp9ow3cc/s-l500.webp,256 GB,Unknown,False,Galaxy S24 Ultra,,,,,,,,,,2025,September,524.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra 512GB Titanium Violet Unlocked Excellent Condition,$729.99,2025-09-30,https://www.ebay.com/itm/276427922583,https://i.ebayimg.com/images/g/TeMAAOSwcgJmQkBP/s-l500.webp,512 GB,Excellent,False,Galaxy S24 Ultra,,,,,,,,,,2025,September,729.99,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,REFURBISHED Samsung Galaxy S24 Ultra 5G 256GB SM-S928U1 Black Unlocked #L019,$524.00,2025-09-29,https://www.ebay.com/itm/116776079795,https://i.ebayimg.com/images/g/EMcAAeSwUuBow1OU/s-l500.webp,256 GB,Unknown,False,Galaxy S24 Ultra,,,,,,,,,,2025,September,524.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra - 256GB SM-S928U1 Black UNLOCKED  #L025,$534.00,2025-09-29,https://www.ebay.com/itm/146826865324,https://i.ebayimg.com/images/g/Lh8AAeSwAV5ow1X3/s-l500.webp,256 GB,Unknown,False,Galaxy S24 Ultra,,,,,,,,,,2025,September,534.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra 256GB SM-S928U1 Violet Purple Unlocked #L428,$599.00,2025-09-29,https://www.ebay.com/itm/146860190633,https://i.ebayimg.com/images/g/k8YAAeSwVUNo2XXL/s-l500.webp,256 GB,Unknown,False,Galaxy S24 Ultra,,,,,,,,,,2025,September,599.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra 5G  512GB SM-S928U1 VIOLET  (Unlocked) #L247,$609.00,2025-09-29,https://www.ebay.com/itm/146841401947,https://i.ebayimg.com/images/g/J6EAAeSwNh9ozM9g/s-l500.webp,512 GB,Unknown,False,Galaxy S24 Ultra,,,,,,,,,,2025,September,609.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra 5G 512GB SM-S928U1 GREEN Factory Unlocked #L372,$639.00,2025-09-29,https://www.ebay.com/itm/127400607552,https://i.ebayimg.com/images/g/aaUAAeSwCr1o2a47/s-l500.webp,512 GB,Unknown,False,Galaxy S24 Ultra,,,,,,,,,,2025,September,639.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra - 1 TB SM-S928U1  YELLOW  (Unlocked) #L245,$724.00,2025-09-29,https://www.ebay.com/itm/116786709050,https://i.ebayimg.com/images/g/atoAAeSw6M5ozM8Z/s-l500.webp,Unknown,Unknown,False,Galaxy S24 Ultra,,,,,,,,,,2025,September,724.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Samsung Galaxy S24 Ultra - 256GB SM-S928U1 Black UNLOCKED  #L375,$554.00,2025-09-29,https://www.ebay.com/itm/146860600444,https://i.ebayimg.com/images/g/lSUAAeSwu9xo2a8J/s-l500.webp,256 GB,Unknown,False,Galaxy S24 Ultra,,,,,,,,,,2025,September,554.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
