Page,Title,Price,Sold Date,Link,Image Link,Storage,Condition,PartsOnly,Model,Pixel_6_Pro,Pixel_7_Pro,Pixel_8_Pro,Pixel_9_Pro,Pixel_9_Pro_XL,Pixel_10_Pro,Pixel_10_Pro_XL
1,Google Pixel 7 Pro GE2AE Unlocked 512GB Obsidian Very Good,$284.99,2025-10-03,https://www.ebay.com/itm/177422347594,https://i.ebayimg.com/images/g/9HsAAeSwWUdozEVp/s-l500.webp,512 GB,Very Good,False,Pixel 7 Pro,,True,,,,,
1,Google Pixel 7 Pro 5G UW GE2AE 128GB CDMA/GSM Unlocked Smartphone -Excellent,$296.56,2025-10-03,https://www.ebay.com/itm/256924610403,https://i.ebayimg.com/images/g/0N0AAOSwmGRkFIwB/s-l500.webp,128 GB,Excellent,False,Pixel 7 Pro,,True,,,,,
1,"Google Pixel 7 Pro 5G (512GB, 12GB) 6.7"" Fully Unlocked (GSM + Verizon) GE2AE",$299.99,2025-10-02,https://www.ebay.com/itm/146820279597,https://i.ebayimg.com/images/g/tIkAAeSwn5Zo2qbZ/s-l500.webp,512 GB,Unknown,False,Pixel 7 Pro,,True,,,,,
1,Google Pixel 7 Pro - Unlocked - Good Condition ( 1Year Warranty),$239.54,2025-10-02,https://www.ebay.com/itm/167189987530,https://i.ebayimg.com/images/g/rXsAAOSwP99nZEMB/s-l500.webp,Unknown,Good,False,Pixel 7 Pro,,True,,,,,
1,Google Pixel 7 Pro GE2AE Unlocked 128GB Snow Very Good,$259.99,2025-10-02,https://www.ebay.com/itm/176500725240,https://i.ebayimg.com/images/g/uIQAAOSw709mqxp1/s-l500.webp,128 GB,Very Good,False,Pixel 7 Pro,,True,,,,,
1,Google Pixel 7 Pro 512GB Unlocked - Excellent,$339.99,2025-09-30,https://www.ebay.com/itm/257100698000,https://i.ebayimg.com/images/g/WZ8AAeSwqfJowDzG/s-l500.webp,512 GB,Excellent,False,Pixel 7 Pro,,True,,,,,
1,Google Pixel 7 Pro 5G 512GB Factory Unlocked Snow Hazel Obsidian - Excellent,$434.99,2024-07-22,https://www.ebay.com/itm/326034063376,https://i.ebayimg.com/images/g/MtwAAOSwA9ZlSq0g/s-l500.webp,512 GB,Excellent,False,Pixel 7 Pro,,True,,,,,
1,Google Pixel 7 Pro - 128 GB - Obsidian (Unlocked) Very Good Refurbished,$229.99,2025-09-29,https://www.ebay.com/itm/286834917636,https://i.ebayimg.com/images/g/0-EAAeSwwwJo0aiH/s-l500.webp,128 GB,Very Good,False,Pixel 7 Pro,,True,,,,,
1,Google Pixel 7 Pro 512GB Unlocked - Good,$299.99,2025-09-25,https://www.ebay.com/itm/257121940757,https://i.ebayimg.com/images/g/VcEAAeSw41Fo0~VP/s-l500.webp,512 GB,Good,False,Pixel 7 Pro,,True,,,,,
1,Google Pixel 7 Pro 512GB Unlocked - Good,$299.99,2025-09-10,https://www.ebay.com/itm/257101089776,https://i.ebayimg.com/images/g/iOUAAeSwANVowmnz/s-l500.webp,512 GB,Good,False,Pixel 7 Pro,,True,,,,,
1,Google Pixel 7 Pro 128GB Hazel Unlocked Excellent Condition,$279.99,2025-03-02,https://www.ebay.com/itm/295432557063,https://i.ebayimg.com/images/g/MucAAOSw3WZkkg7d/s-l500.webp,128 GB,Excellent,False,Pixel 7 Pro,,True,,,,,
1,"Google Pixel 7 Pro 5G 6.7""  Fully Unlocked (Any Carrier) SmartPhone Very Good",$239.99,2025-09-21,https://www.ebay.com/itm/235797315610,https://i.ebayimg.com/images/g/AQIAAOSwP3dkuZs5/s-l500.webp,Unknown,Very Good,False,Pixel 7 Pro,,True,,,,,
1,Google Pixel 7 Pro - 128GB - Hazel (Unlocked) - Very Good Condition,$249.99,2025-09-19,https://www.ebay.com/itm/306504747847,https://i.ebayimg.com/images/g/KQAAAOSwyVBoU9nx/s-l500.webp,128 GB,Very Good,False,Pixel 7 Pro,,True,,,,,
1,"Google Pixel 7 Pro 128GB Unlocked GA03453-US 6.7"" 50MP WiFi 5G Obsidian Black",$229.99,2025-09-18,https://www.ebay.com/itm/197701902853,https://i.ebayimg.com/images/g/84AAAOSwvPtjwF--/s-l500.webp,128 GB,Unknown,False,Pixel 7 Pro,,True,,,,,
1,Google Pixel 7 Pro 256GB - Hazel - Factory Unlocked - Very Good,$259.99,2025-09-16,https://www.ebay.com/itm/197702568877,https://i.ebayimg.com/images/g/W74AAOSwjvhoUFZu/s-l500.webp,256 GB,Very Good,False,Pixel 7 Pro,,True,,,,,
1,Google Pixel 7 Pro - 128GB 256GB 512GB - All Colors - Good Condition,$245.00,2025-09-17,https://www.ebay.com/itm/276455733651,https://i.ebayimg.com/images/g/mbAAAOSw3iVmOl3n/s-l500.webp,128 GB,Good,False,Pixel 7 Pro,,True,,,,,
1,"Google Pixel 7 Pro GA03455-US 6.7"" 128GB Unlocked 50MP WiFi GPS NFC 5G LTE Hazel",$229.99,2025-09-16,https://www.ebay.com/itm/205729150834,https://i.ebayimg.com/images/g/L1QAAOSwEsNjxuoe/s-l500.webp,128 GB,Unknown,False,Pixel 7 Pro,,True,,,,,
1,"Google Pixel 7 Pro GA03455-US 6.7"" 128GB Unlocked 50MP WiFi GPS NFC 5G LTE Hazel",$233.99,2025-07-29,https://www.ebay.com/itm/204472848199,https://i.ebayimg.com/images/g/L1QAAOSwEsNjxuoe/s-l500.webp,128 GB,Unknown,False,Pixel 7 Pro,,True,,,,,
1,"Google Pixel 7 Pro 128GB Unlocked GA03453-US 6.7"" 50MP WiFi 5G Obsidian Black",$233.99,2025-09-02,https://www.ebay.com/itm/196716633038,https://i.ebayimg.com/images/g/84AAAOSwvPtjwF--/s-l500.webp,128 GB,Unknown,False,Pixel 7 Pro,,True,,,,,
1,"Google Pixel 7 Pro 256GB Unlocked GA03458-US 6.7"" 50MP WiFi GPS NFC 5G LTE Hazel",$254.99,2025-09-14,https://www.ebay.com/itm/196832846049,https://i.ebayimg.com/images/g/L1QAAOSwEsNjxuoe/s-l500.webp,256 GB,Unknown,False,Pixel 7 Pro,,True,,,,,
1,Google Pixel 7 Pro 512GB - Black Obsidian - Unlocked - Very Good + More,$294.99,2025-09-09,https://www.ebay.com/itm/197681923068,https://i.ebayimg.com/images/g/bqMAAOSw7i9nhU4O/s-l500.webp,512 GB,Very Good,False,Pixel 7 Pro,,True,,,,,
1,Google Pixel 7 Pro GE2AE 128GB Obsidian Black Unlocked Very Good Condition,$257.87,2025-08-12,https://www.ebay.com/itm/356849360433,https://i.ebayimg.com/images/g/WQwAAeSw8sRoE-Av/s-l500.webp,128 GB,Very Good,False,Pixel 7 Pro,,True,,,,,
1,Google Pixel 7 Pro GE2AE 128GB Hazel Unlocked Very Good Condition,$257.87,2025-08-27,https://www.ebay.com/itm/356849363636,https://i.ebayimg.com/images/g/jUgAAeSw5pRoE-Cr/s-l500.webp,128 GB,Very Good,False,Pixel 7 Pro,,True,,,,,
1,Google Pixel 7 Pro GE2AE 128GB Obsidian Black Unlocked Good Condition,$223.92,2025-09-03,https://www.ebay.com/itm/356849470699,https://i.ebayimg.com/images/g/1CwAAeSwYGloE~Gz/s-l500.webp,128 GB,Good,False,Pixel 7 Pro,,True,,,,,
1,Google Pixel 7 Pro GE2AE 256GB Snow White Unlocked Good Condition,$230.01,2025-08-28,https://www.ebay.com/itm/356849479948,https://i.ebayimg.com/images/g/2TIAAeSwgaFoE~Ol/s-l500.webp,256 GB,Good,False,Pixel 7 Pro,,True,,,,,
1,Google Pixel 7 Pro 128GB - White Snow - Factory Unlocked - Very Good,$239.99,2025-09-08,https://www.ebay.com/itm/326764842598,https://i.ebayimg.com/images/g/V70AAeSw1U5ovxHH/s-l500.webp,128 GB,Very Good,False,Pixel 7 Pro,,True,,,,,
1,Google Pixel 7 Pro 256GB - Black Obsidian - Factory Unlocked - Very Good,$259.99,2025-08-25,https://www.ebay.com/itm/205691362760,https://i.ebayimg.com/images/g/bqMAAOSw7i9nhU4O/s-l500.webp,256 GB,Very Good,False,Pixel 7 Pro,,True,,,,,
1,Google Pixel 7 Pro 256GB - White Snow - Network Unlocked - Very Good,$259.99,2025-09-09,https://www.ebay.com/itm/197681935910,https://i.ebayimg.com/images/g/V70AAeSw1U5ovxHH/s-l500.webp,256 GB,Very Good,False,Pixel 7 Pro,,True,,,,,
1,Google Pixel 7 Pro 5G GE2AE 128GB / 256GB Fully Unlocked T-Mobile AT&T Verizon,$616.02,2025-09-08,https://www.ebay.com/itm/395046648261,https://i.ebayimg.com/images/g/Nh8AAOSwSAJmTGbJ/s-l500.webp,128 GB,Unknown,False,Pixel 7 Pro,,True,,,,,
1,Google Pixel 7 Pro 5G UW GE2AE 256GB Verizon Unlocked Smartphone -Very Good,$337.00,2025-09-06,https://www.ebay.com/itm/267276937758,https://i.ebayimg.com/images/g/0N0AAOSwmGRkFIwB/s-l500.webp,256 GB,Very Good,False,Pixel 7 Pro,,True,,,,,
1,Google Pixel 7 Pro 128GB 5G Unlocked - Good,$229.99,2025-09-06,https://www.ebay.com/itm/275617549004,https://i.ebayimg.com/images/g/rzgAAOSw8zxjvw3Q/s-l500.webp,128 GB,Good,False,Pixel 7 Pro,,True,,,,,
1,Google Pixel 7 Pro - 512GB Obsidian Black *UNLOCKED* [GE2AE] Very Good Refurbish,$344.99,2025-09-06,https://www.ebay.com/itm/146627049642,https://i.ebayimg.com/images/g/p6QAAOSwzZtkkzGi/s-l500.webp,512 GB,Very Good,False,Pixel 7 Pro,,True,,,,,
1,Google Pixel 7 Pro 128GB Obsidian Unlocked Very Good Condition,$269.99,2025-09-05,https://www.ebay.com/itm/275570850678,https://i.ebayimg.com/images/g/DwAAAOSwYnRkx~Rc/s-l500.webp,128 GB,Very Good,False,Pixel 7 Pro,,True,,,,,
1,Google Pixel 7 Pro 5G - 128GB Hazel Green - Excellent,$330.59,2025-09-03,https://www.ebay.com/itm/226526724258,https://i.ebayimg.com/images/g/JNMAAOSwKPRoSwHH/s-l500.webp,128 GB,Excellent,False,Pixel 7 Pro,,True,,,,,
1,Google Pixel 7 Pro 256GB (Unlocked) - Obsidian,$219.95,2025-09-03,https://www.ebay.com/itm/365717981222,https://i.ebayimg.com/images/g/J2gAAeSws9touFeI/s-l500.webp,256 GB,Unknown,False,Pixel 7 Pro,,True,,,,,
1,Google Pixel 7 Pro - 128GB White Snow *UNLOCKED* [GE2AE] Excellent Refurbished,$252.99,2025-09-02,https://www.ebay.com/itm/145555777790,https://i.ebayimg.com/images/g/2eMAAOSwCwZlS9lv/s-l500.webp,128 GB,Excellent,False,Pixel 7 Pro,,True,,,,,
1,Google Pixel 7 Pro 5G 512GB (Unlocked) - Obsidian,$307.33,2025-09-02,https://www.ebay.com/itm/316880376669,https://i.ebayimg.com/images/g/ZyMAAeSwlnto9vC-/s-l500.webp,512 GB,Unknown,False,Pixel 7 Pro,,True,,,,,
1,Google Pixel 7 Pro 128GB 12GB Unlocked Black Excellent Condition,$269.10,2025-09-02,https://www.ebay.com/itm/196993266720,https://i.ebayimg.com/images/g/ZDkAAOSw2slnozSB/s-l500.webp,128 GB,Excellent,False,Pixel 7 Pro,,True,,,,,
1,Google Pixel 7 Pro 5G UW GE2AE 256GB Verizon Unlocked Smartphone -Excellent,$363.15,2025-09-01,https://www.ebay.com/itm/257080890955,https://i.ebayimg.com/images/g/0N0AAOSwmGRkFIwB/s-l500.webp,256 GB,Excellent,False,Pixel 7 Pro,,True,,,,,
1,Google Pixel 7 Pro - 128GB - Black White Hazel - Unlocked - Very Good Condition,$256.99,2025-08-30,https://www.ebay.com/itm/195929527697,https://i.ebayimg.com/images/g/Wu4AAOSwlC9k1TR~/s-l500.webp,128 GB,Very Good,False,Pixel 7 Pro,,True,,,,,
1,"Google Pixel 7 Pro 5G (128GB, 12GB) 6.7"" Fully Unlocked (GSM + Verizon) GE2AE",$239.99,2025-08-30,https://www.ebay.com/itm/146801035981,https://i.ebayimg.com/images/g/HAYAAeSwbLposgLq/s-l500.webp,128 GB,Unknown,False,Pixel 7 Pro,,True,,,,,
1,Google Pixel 7 Pro - 128GB Hazel *UNLOCKED* [GE2AE] Excellent Refurbished,$246.99,2025-08-29,https://www.ebay.com/itm/145555777792,https://i.ebayimg.com/images/g/Bg8AAOSwTT5k74uW/s-l500.webp,128 GB,Excellent,False,Pixel 7 Pro,,True,,,,,
1,Google Pixel 7 Pro - Unlocked - 128GB - Black - Good,$225.00,2025-08-28,https://www.ebay.com/itm/275856757353,https://i.ebayimg.com/images/g/ufgAAOSwnTdjbomJ/s-l500.webp,128 GB,Good,False,Pixel 7 Pro,,True,,,,,
1,Google Pixel 7 Pro Dual Sim 128GB 12GB Unlocked Black Very Good Condition,$251.10,2025-08-28,https://www.ebay.com/itm/405525458480,https://i.ebayimg.com/images/g/A8IAAOSwgAtnpE6z/s-l500.webp,128 GB,Very Good,False,Pixel 7 Pro,,True,,,,,
1,Pixel 7 Pro 128gb Hazel - Unlocked,$167.50,2025-08-25,https://www.ebay.com/itm/406148957515,https://i.ebayimg.com/images/g/DbcAAeSwKololNRc/s-l500.webp,128 GB,Unknown,False,Pixel 7 Pro,,True,,,,,
1,Google Pixel 7 Pro 256GB (Unlocked) - Snow,$219.98,2025-08-25,https://www.ebay.com/itm/317027665210,https://i.ebayimg.com/images/g/XYoAAeSwFVlorHlP/s-l500.webp,256 GB,Unknown,False,Pixel 7 Pro,,True,,,,,
1,Google Pixel 7 Pro 256GB (Unlocked) - Hazel,$293.98,2025-08-25,https://www.ebay.com/itm/365633052807,https://i.ebayimg.com/images/g/iS8AAeSwH1tovfpc/s-l500.webp,256 GB,Unknown,False,Pixel 7 Pro,,True,,,,,
1,Google Pixel 7 Pro 5G UW GE2AE 128GB CDMA/GSM Unlocked Smartphone - Very Good,$290.51,2025-08-24,https://www.ebay.com/itm/257076531649,https://i.ebayimg.com/images/g/0N0AAOSwmGRkFIwB/s-l500.webp,128 GB,Very Good,False,Pixel 7 Pro,,True,,,,,
1,Google Pixel 7 Pro 128GB Obsidian Unlocked Good Condition,$229.99,2025-08-21,https://www.ebay.com/itm/285107256682,https://i.ebayimg.com/images/g/j0oAAOSwbmtkVBSt/s-l500.webp,128 GB,Good,False,Pixel 7 Pro,,True,,,,,
1,"Google Pixel 7 Pro 256GB Unlocked GA03457-US 6.7"" 50MP GPS NFC 5G LTE Snow White",$259.99,2025-08-19,https://www.ebay.com/itm/197193659705,https://i.ebayimg.com/images/g/LWYAAOSwOPBjvy9O/s-l500.webp,256 GB,Unknown,False,Pixel 7 Pro,,True,,,,,
1,Google Pixel 7 Pro 128GB Unlocked - Good,$244.99,2025-08-17,https://www.ebay.com/itm/176825825514,https://i.ebayimg.com/images/g/vBYAAOSwQjtnpKhc/s-l500.webp,128 GB,Good,False,Pixel 7 Pro,,True,,,,,
1,Google Pixel 7 Pro GE2AE 128GB 256GB 512GB Unlocked Good,$324.96,2025-08-17,https://www.ebay.com/itm/355617740973,https://i.ebayimg.com/images/g/VbcAAOSwpE5lZOnh/s-l500.webp,128 GB,Good,False,Pixel 7 Pro,,True,,,,,
1,Google Pixel 7 Pro - 256GB Hazel *UNLOCKED* [GE2AE] Excellent Refurbished,$307.99,2025-08-13,https://www.ebay.com/itm/145555777780,https://i.ebayimg.com/images/g/Bg8AAOSwTT5k74uW/s-l500.webp,256 GB,Excellent,False,Pixel 7 Pro,,True,,,,,
1,Pixel 7 Pro 128gb Hazel - Unlocked,$227.50,2025-08-13,https://www.ebay.com/itm/406117026403,https://i.ebayimg.com/images/g/DbcAAeSwKololNRc/s-l500.webp,128 GB,Unknown,False,Pixel 7 Pro,,True,,,,,
1,Google Pixel 7 Pro 5G UW GE2AE 128GB Verizon/Unlocked Smartphone - Good,$272.35,2025-08-13,https://www.ebay.com/itm/257061169674,https://i.ebayimg.com/images/g/0N0AAOSwmGRkFIwB/s-l500.webp,128 GB,Good,False,Pixel 7 Pro,,True,,,,,
1,Google Pixel 7 Pro - 128GB - Hazel (Unlocked) GE2AE Excellent,$249.95,2025-08-12,https://www.ebay.com/itm/406127425476,https://i.ebayimg.com/images/g/INMAAeSwXCFom1NL/s-l500.webp,128 GB,Excellent,False,Pixel 7 Pro,,True,,,,,
1,"Google Pixel 7 Pro 5G 6.7""  Fully Unlocked (Any Carrier) SmartPhone Good",$229.99,2025-08-10,https://www.ebay.com/itm/196591221577,https://i.ebayimg.com/images/g/AQIAAOSwP3dkuZs5/s-l500.webp,Unknown,Good,False,Pixel 7 Pro,,True,,,,,
1,Google Pixel 7 Pro - 128GB - Obsidian (Unlocked) - Good Condition,$232.79,2025-08-09,https://www.ebay.com/itm/306204997815,https://i.ebayimg.com/images/g/LbwAAOSwxcVn2WRt/s-l500.webp,128 GB,Good,False,Pixel 7 Pro,,True,,,,,
1,Google Pixel 7 Pro - 256GB Obsidian Black *UNLOCKED* [GE2AE] Excellent Refurbish,$302.99,2025-08-08,https://www.ebay.com/itm/145555777797,https://i.ebayimg.com/images/g/jYQAAOSwgqRlS9i7/s-l500.webp,256 GB,Excellent,False,Pixel 7 Pro,,True,,,,,
1,Google Pixel 7 Pro 128GB (Unlocked) - Obsidian,$219.95,2025-08-08,https://www.ebay.com/itm/146751705803,https://i.ebayimg.com/images/g/RSkAAeSwyT5orgyd/s-l500.webp,128 GB,Unknown,False,Pixel 7 Pro,,True,,,,,
1,Google Pixel 7 Pro - 256GB Hazel *UNLOCKED* (GE2AE) Good Refurbished,$241.99,2025-08-08,https://www.ebay.com/itm/145967246626,https://i.ebayimg.com/images/g/5FMAAOSwnVlk8ku~/s-l500.webp,256 GB,Good,False,Pixel 7 Pro,,True,,,,,
1,Google Pixel 7 Pro 128GB 5G Unlocked - Excellent,$259.99,2025-08-06,https://www.ebay.com/itm/276810621972,https://i.ebayimg.com/images/g/rzgAAOSw8zxjvw3Q/s-l500.webp,128 GB,Excellent,False,Pixel 7 Pro,,True,,,,,
1,Google Pixel 7 Pro 128GB (Unlocked) - Snow,$229.95,2025-08-05,https://www.ebay.com/itm/317030317969,https://i.ebayimg.com/images/g/xFcAAeSw4zBoyyGd/s-l500.webp,128 GB,Unknown,False,Pixel 7 Pro,,True,,,,,
1,Google Pixel 7 Pro - 512GB Obsidian Black *UNLOCKED* [GE2AE] Excellent Refurbish,$388.99,2025-08-05,https://www.ebay.com/itm/146054538652,https://i.ebayimg.com/images/g/jYQAAOSwgqRlS9i7/s-l500.webp,512 GB,Excellent,False,Pixel 7 Pro,,True,,,,,
1,Google Pixel 7 Pro 128GB 5G Unlocked - Very Good,$239.99,2025-08-04,https://www.ebay.com/itm/285106169956,https://i.ebayimg.com/images/g/rzgAAOSw8zxjvw3Q/s-l500.webp,128 GB,Very Good,False,Pixel 7 Pro,,True,,,,,
1,Google Pixel 7 Pro - 128GB - All Colors-GE2AE- Very Good (B) Condition -Unlocked,$255.00,2025-08-03,https://www.ebay.com/itm/297507010262,https://i.ebayimg.com/images/g/~SkAAeSwNf5oir7A/s-l500.webp,128 GB,Very Good,False,Pixel 7 Pro,,True,,,,,
1,Google Pixel 7 Pro 256GB Obsidian Unlocked Good Condition,$279.99,2025-07-31,https://www.ebay.com/itm/285256830482,https://i.ebayimg.com/images/g/km4AAOSw~J9kSqwO/s-l500.webp,256 GB,Good,False,Pixel 7 Pro,,True,,,,,
1,Google Pixel 7 Pro 128GB Obsidian- Unlocked- Excellent Refurbished,$269.99,2025-07-31,https://www.ebay.com/itm/226825536290,https://i.ebayimg.com/images/g/mqgAAOSwKvhoVXgY/s-l500.webp,128 GB,Excellent,False,Pixel 7 Pro,,True,,,,,
1,Google Pixel 7 Pro 256GB (Unlocked) - Hazel,$326.96,2025-07-30,https://www.ebay.com/itm/365752537001,https://i.ebayimg.com/images/g/nE8AAeSwBKhompVu/s-l500.webp,256 GB,Unknown,False,Pixel 7 Pro,,True,,,,,
1,Google Pixel 7 Pro - 128GB - Black White Hazel - Unlocked - Good Condition,$246.99,2025-07-29,https://www.ebay.com/itm/195962471613,https://i.ebayimg.com/images/g/Wu4AAOSwlC9k1TR~/s-l500.webp,128 GB,Good,False,Pixel 7 Pro,,True,,,,,
1,Google Pixel 7 Pro 128GB Unlocked - Excellent,$265.95,2025-07-28,https://www.ebay.com/itm/388119674284,https://i.ebayimg.com/images/g/g1cAAOSw3wpmAda6/s-l500.webp,128 GB,Excellent,False,Pixel 7 Pro,,True,,,,,
1,Google Pixel 7 Pro 5G UW GE2AE 128GB Verizon Unlocked Smartphone -Very Good,$338.94,2025-07-27,https://www.ebay.com/itm/267276934792,https://i.ebayimg.com/images/g/0N0AAOSwmGRkFIwB/s-l500.webp,128 GB,Very Good,False,Pixel 7 Pro,,True,,,,,
1,Google Pixel 7 Pro 128GB Snow Unlocked Excellent Condition,$289.99,2025-07-23,https://www.ebay.com/itm/285058092806,https://i.ebayimg.com/images/g/5SsAAOSwJuBkVBVx/s-l500.webp,128 GB,Excellent,False,Pixel 7 Pro,,True,,,,,
1,Google Pixel 8 Pro 256GB Factory Unlocked - Excellent,$392.99,2025-10-22,https://www.ebay.com/itm/227006298920,https://i.ebayimg.com/images/g/D7UAAOSwIBxm4zO6/s-l500.webp,256 GB,Excellent,False,Pixel 8 Pro,,,True,,,,
1,Google Pixel 8 Pro 128GB Black Obsidian - Factory Unlocked - Good,$359.99,2025-10-21,https://www.ebay.com/itm/197780971083,https://i.ebayimg.com/images/g/6VcAAOSwEqFngrry/s-l500.webp,128 GB,Good,False,Pixel 8 Pro,,,True,,,,
1,Google Pixel 8 Pro - 128GB - Unlocked - Excellent Refurbished -All Colors,$445.00,2025-04-03,https://www.ebay.com/itm/156818675377,https://i.ebayimg.com/images/g/8n0AAOSwKPRn5FfE/s-l500.webp,128 GB,Excellent,False,Pixel 8 Pro,,,True,,,,
1,Google Pixel 8 Pro 256GB Unlocked - Excellent,$449.99,2025-10-21,https://www.ebay.com/itm/257161120994,https://i.ebayimg.com/images/g/4IAAAeSwCx1o8kdV/s-l500.webp,256 GB,Excellent,False,Pixel 8 Pro,,,True,,,,
1,"Google Pixel 8 Pro 128GB Unlocked GA04834US 6.7"" 50MP 5G Dual SIM NFC Porcelain",$374.99,2025-10-21,https://www.ebay.com/itm/326799368462,https://i.ebayimg.com/images/g/NtsAAOSwlr9lsA6w/s-l500.webp,128 GB,Unknown,False,Pixel 8 Pro,,,True,,,,
1,Google Pixel 8 Pro 128GB Factory Unlocked - Excellent,$384.99,2025-10-21,https://www.ebay.com/itm/226348022590,https://i.ebayimg.com/images/g/D7UAAOSwIBxm4zO6/s-l500.webp,128 GB,Excellent,False,Pixel 8 Pro,,,True,,,,
1,Google Pixel 8 Pro G1MNW 128GB Unlocked Excellent Condition,$382.47,2025-10-20,https://www.ebay.com/itm/357604371736,https://i.ebayimg.com/images/g/aUYAAeSwCVNowv4G/s-l500.webp,128 GB,Excellent,False,Pixel 8 Pro,,,True,,,,
1,"Google Pixel 8 Pro 256GB Unlocked GA04915-US 6.7"" 50MP 5G NFC Dual SIM Bay Blue",$374.99,2025-10-20,https://www.ebay.com/itm/197038546757,https://i.ebayimg.com/images/g/Cd8AAOSww99lgLpY/s-l500.webp,256 GB,Unknown,False,Pixel 8 Pro,,,True,,,,
1,Google Pixel 8 Pro 128GB Unlocked - Excellent,$365.95,2025-10-19,https://www.ebay.com/itm/406253664318,https://i.ebayimg.com/images/g/1SkAAOSwr~5nywL9/s-l500.webp,128 GB,Excellent,False,Pixel 8 Pro,,,True,,,,
1,Google Pixel 8 Pro G1MNW Unlocked 256GB Bay Good,$364.12,2025-10-18,https://www.ebay.com/itm/176492808185,https://i.ebayimg.com/images/g/pI0AAOSwgyVmpQT5/s-l500.webp,256 GB,Good,False,Pixel 8 Pro,,,True,,,,
1,Google Pixel 8 Pro 128GB Unlocked - Very Good,$379.99,2025-10-17,https://www.ebay.com/itm/256485252935,https://i.ebayimg.com/images/g/5BEAAeSw9DtoNjki/s-l500.webp,128 GB,Very Good,False,Pixel 8 Pro,,,True,,,,
1,Google Pixel 8 Pro G1MNW 128GB Unlocked Very Good Condition,$347.40,2025-10-16,https://www.ebay.com/itm/357604371735,https://i.ebayimg.com/images/g/ZAsAAeSw6Ydowv3K/s-l500.webp,128 GB,Very Good,False,Pixel 8 Pro,,,True,,,,
1,Google Pixel 8 Pro Unlocked All Colors/Memory 🔒EXCELLENT CONDITION💯,$419.99,2025-10-16,https://www.ebay.com/itm/126921122019,https://i.ebayimg.com/images/g/xyUAAOSwD3BnokZ8/s-l500.webp,Unknown,Unknown,False,Pixel 8 Pro,,,True,,,,
1,Google Pixel 8 Pro 512GB Obsidian Unlocked Very Good Condition,$609.99,2025-10-14,https://www.ebay.com/itm/277320300756,https://i.ebayimg.com/images/g/bD8AAeSwKe1o9m-P/s-l500.webp,512 GB,Very Good,False,Pixel 8 Pro,,,True,,,,
1,Google Pixel 8 Pro G1MNW Unlocked 128GB Obsidian Good,$338.71,2025-10-14,https://www.ebay.com/itm/176486241800,https://i.ebayimg.com/images/g/GQsAAOSwsWRmn-M-/s-l500.webp,128 GB,Good,False,Pixel 8 Pro,,,True,,,,
1,Google Pixel 8 Pro G1MNW Unlocked 256GB Obsidian Good,$378.99,2025-10-13,https://www.ebay.com/itm/176486227440,https://i.ebayimg.com/images/g/b4MAAOSwFtJmn-EW/s-l500.webp,256 GB,Good,False,Pixel 8 Pro,,,True,,,,
1,"Google Pixel 8 Pro 128GB Unlocked GA04798US 6.7"" 50MP 5G Dual SIM Obsidian Black",$374.99,2025-10-13,https://www.ebay.com/itm/197742754000,https://i.ebayimg.com/images/g/3xQAAOSwVRZlcg~M/s-l500.webp,128 GB,Unknown,False,Pixel 8 Pro,,,True,,,,
1,Google Pixel 8 Pro Unlocked All Colors/Memory 🔒VERY GOOD CONDITION💯,$479.99,2025-10-12,https://www.ebay.com/itm/126924334466,https://i.ebayimg.com/images/g/6lAAAOSwST1nokZ8/s-l500.webp,Unknown,Unknown,False,Pixel 8 Pro,,,True,,,,
1,Google Pixel 8 Pro G1MNW Unlocked 256GB Porcelain Very Good,$432.80,2025-10-12,https://www.ebay.com/itm/186584866865,https://i.ebayimg.com/images/g/c10AAOSweIFmnxPT/s-l500.webp,256 GB,Very Good,False,Pixel 8 Pro,,,True,,,,
1,Google Pixel 8 Pro 128GB G1MNW CDMA/GSM Unlocked Smartphone - Very Good,$434.99,2025-07-21,https://www.ebay.com/itm/267303940537,https://i.ebayimg.com/images/g/7CsAAOSwVV5mx11w/s-l500.webp,128 GB,Very Good,False,Pixel 8 Pro,,,True,,,,
1,Google Pixel 8 Pro G1MNW 256GB Unlocked Very Good Condition,$396.00,2025-10-10,https://www.ebay.com/itm/357604363082,https://i.ebayimg.com/images/g/ZcAAAeSwqpJowvz7/s-l500.webp,256 GB,Very Good,False,Pixel 8 Pro,,,True,,,,
1,"Google Pixel 8 Pro Fully Unlocked 6.7"" 128GB 12GB RAM - Very Good",$379.00,2025-10-09,https://www.ebay.com/itm/167245194878,https://i.ebayimg.com/images/g/7soAAOSwBn5oSqv6/s-l500.webp,128 GB,Very Good,False,Pixel 8 Pro,,,True,,,,
1,Google Pixel 8 Pro 128GB Black Obsidian - Factory Unlocked - Very Good,$359.99,2025-10-09,https://www.ebay.com/itm/326801179631,https://i.ebayimg.com/images/g/6VcAAOSwEqFngrry/s-l500.webp,128 GB,Very Good,False,Pixel 8 Pro,,,True,,,,
1,Google Pixel 8 Pro 128GB G1MNW Blue Fully Unlocked,$385.00,2025-04-01,https://www.ebay.com/itm/267120078592,https://i.ebayimg.com/images/g/9fYAAOSwEGlnf-JN/s-l500.webp,128 GB,Unknown,False,Pixel 8 Pro,,,True,,,,
